,C:\BCT\71sw0078_f_cosmos_click\outputs\logs\xb1_click\2022_09_07_15_39_34_tlm.bin,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TARGET,PACKET,PACKET_TIMESECONDS,PACKET_TIMEFORMATTED,RECEIVED_TIMESECONDS,RECEIVED_TIMEFORMATTED,RECEIVED_COUNT,SYNC,MSG_ID,LEN,SEQ,CCSDS_TAI_SECS,CCSDS_TAI_SUBSECS,CCSDS_REALTIME,GPS_TIME,GPS_POSITION_ECEF1,GPS_POSITION_ECEF2,GPS_POSITION_ECEF3,GPS_VELOCITY_ECEF1,GPS_VELOCITY_ECEF2,GPS_VELOCITY_ECEF3,MSG_RX_STATUS,AUX1_EVENT,AUX2_EVENT,AUX3_EVENT,DIG_FILT_EN,TRACKING_MODE,VERSION_BIT1,VERSION_BIT0,SOFTWARE_RESOURCE,EXT_OSC_LOCKED,CLOCK_MODEL,CLOCK_STEERING,POS_FIX,POS_SOL,ALMANAC_KNOWN,IMU_COMM,INS_RESET,JAMMER_DETECTED,ANT_GAIN_STATE,TRANSMIT_OVERRUN,INPUT_OVERRUN,LINK_OVERRUN,COM_BUF_OVERRUN,CPU_OVERLOAD,ANT_SHORT_CIRCUIT,ANT_OPEN_CIRCUIT,LNA_FAILURE,ANT_POWER_STATUS,VOLT_STATUS,TEMP_STATUS,ERROR_FLAG,MSG_SAT_PRN1,MSG_SAT_PRN2,MSG_SAT_PRN3,MSG_SAT_PRN4,MSG_SAT_PRN5,MSG_SAT_PSR1,MSG_SAT_PSR2,MSG_SAT_PSR3,MSG_SAT_PSR4,MSG_SAT_PSR5,MSG_SAT_DOPP1,MSG_SAT_DOPP2,MSG_SAT_DOPP3,MSG_SAT_DOPP4,MSG_SAT_DOPP5,MSG_SAT_CNO1,MSG_SAT_CNO2,MSG_SAT_CNO3,MSG_SAT_CNO4,MSG_SAT_CNO5,MSG_SAT_TRACK_STAT1,MSG_SAT_TRACK_STAT2,MSG_SAT_TRACK_STAT3,MSG_SAT_TRACK_STAT4,MSG_SAT_TRACK_STAT5,GPS_SOLUTION_TIME_TAG,GPS_CYCLES_SINCE_CRC_DATA,GPS_CYCLES_SINCE_LATEST_DATA,GPS_LOCK_COUNT,MSG_GPS_TEMP1,MSG_GPS_TEMP2,MSG_ANT_CURRENT,MSG_ANT_VOLTAGE,MSG_GPS_VOLTAGE_SUPPLY,MSG_GPS_VOLTAGE3P3,MSG_GPS_VOLTAGE1P8,MSG_GPS_VOLTAGE1P2,MSG_TRACKED_SATELLITES,MSG_USED_SATELLITES,GPS_HEALTH1_PACK,GPS_POS_LOCK,GPS_TIME_LOCK,MSG_DATA_VALID,GPS_NEW_DATA_RECEIVED,GPS_ENABLE,GPS_VALID,HEALTH1_PACK_SPARE1
2,UUT,GPS,1662579574,39:34.0,1662579574,39:34.0,5839,1.35823E+19,18,158,1,431898607,0.4,REALTIME,715894807,-447.6639176,-4248.261408,-5285.921636,7.305277735,0.16591493,-0.75127118,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,12,18,26,11,16,24822301,23443352,22441179,24214904,25151090,32767,11277,-27204,23259,-32768,38.8,36.3,40.7,50,38.1,671136772,939572260,671136836,939572324,939572356,3303297508,2,2,9,17.15428537,18.07142821,0.012573434,5.118500205,3.24400013,3.233333495,1.82,1.2,16,16,198,YES,YES,NO,NO,YES,YES,0
3,UUT,GPS,1662579575,39:35.0,1662579575,39:35.0,5840,1.35823E+19,18,158,2,431898608,0.4,REALTIME,715894808,-440.358358,-4248.093348,-5286.669516,7.30585901,0.17018529,-0.74454373,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,12,18,26,11,16,24815866,23441208,22446358,24210480,25157431,32767,11258,-27227,23236,-32768,38.8,36.3,40.3,50,37.9,671136772,939572260,671136836,939572324,939572356,3304297507,2,2,9,17.15428537,18.07142821,0.01232929,5.110500204,3.24900013,3.233333495,1.82,1.2,16,16,198,YES,YES,NO,NO,YES,YES,0
4,UUT,GPS,1662579576,39:36.0,1662579576,39:36.0,5841,1.35823E+19,18,158,3,431898609,0.4,REALTIME,715894809,-433.0522183,-4247.921008,-5287.410696,7.306439645,0.17447571,-0.73784806,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,12,18,26,11,16,24809432,23439067,22451541,24206061,25163773,32767,11239,-27250,23213,-32768,38.9,36.3,40.6,49.9,37.8,671136772,939572260,671136836,939572324,939572356,3305297507,2,2,9,17.15428537,18.07142821,0.012451362,5.116500205,3.24400013,3.233333495,1.82,1.2,16,16,198,YES,YES,NO,NO,YES,YES,0
5,UUT,GPS,1662579577,39:37.0,1662579577,39:37.0,5842,1.35823E+19,18,158,4,431898610,0.4,REALTIME,715894810,-425.7454987,-4247.744408,-5288.145156,7.30699457,0.178739605,-0.731116985,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,12,18,26,11,16,24802999,23436931,22456729,24201646,25170117,32767,11220,-27273,23190,-32768,38.8,35.5,40.2,50,37.4,671136772,939572260,671136836,939572324,939572356,3306297506,2,2,9,17.15428537,18.07142821,0.012573434,5.116500205,3.23950013,3.233333495,1.82,1.2,16,16,198,YES,YES,NO,NO,YES,YES,0
6,UUT,GPS,1662579578,39:38.0,1662579578,39:38.0,5843,1.35823E+19,18,158,5,431898611,0.4,REALTIME,715894811,-418.4382191,-4247.563508,-5288.872916,7.307558375,0.183074365,-0.72439901,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,12,18,26,11,16,24796567,23434797,22461921,24197235,25176461,32767,11200,-27296,23167,-32768,38.8,35.6,40.4,50,37.6,671136772,939572260,671136836,939572324,939572356,3307297506,2,2,9,17.15428537,18.07142821,0.012573434,5.106500204,3.24800013,3.233333495,1.82,1.2,16,16,198,YES,YES,NO,NO,YES,YES,0
7,UUT,GPS,1662579579,39:39.0,1662579579,39:39.0,5844,1.35823E+19,18,158,6,431898612,0.4,REALTIME,715894812,-411.1303994,-4247.378308,-5289.593956,7.308105985,0.187350775,-0.717708715,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,12,18,26,11,16,24790137,23432668,22467117,24192828,25182807,32767,11182,-27318,23144,-32768,38.9,35.9,40.6,49.9,37.4,671136772,939572260,671136836,939572324,939572356,3308297505,2,2,9,17.15428537,18.07142821,0.012695506,5.114500205,3.24400013,3.233333495,1.82,1.2,16,16,198,YES,YES,NO,NO,YES,YES,0
8,UUT,GPS,1662579580,39:40.0,1662579580,39:40.0,5845,1.35823E+19,18,158,7,431898613,0.4,REALTIME,715894813,-403.8220198,-4247.188808,-5290.308255,7.30867191,0.19164242,-0.71095307,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,12,18,26,11,16,24783707,23430542,22472318,24188427,25189154,32767,11163,-27340,23121,-32768,39.1,35.7,40.6,50,37.5,671136772,939572260,671136836,939572324,939572356,3309297505,2,2,9,17.15428537,18.07142821,0.012573434,5.114500205,3.24900013,3.233333495,1.82,1.2,16,16,198,YES,YES,NO,NO,YES,YES,0
9,UUT,GPS,1662579581,39:40.9,1662579581,39:40.9,5846,1.35823E+19,18,158,8,431898614,0.4,REALTIME,715894814,-396.5131202,-4246.995048,-5291.015855,7.30919277,0.195935085,-0.70425864,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,12,18,26,11,16,24777279,23428419,22477522,24184029,25195502,32767,11144,-27362,23098,-32768,38.9,35.6,40.8,50,37.4,671136772,939572260,671136836,939572324,939572356,3310297504,2,2,9,17.15428537,18.07142821,0.012451362,5.114500205,3.24200013,3.233333495,1.82,1.2,16,16,198,YES,YES,NO,NO,YES,YES,0
