,UUT_COMMAND_TLM_PACKET_TIMESECONDS,UUT_COMMAND_TLM_PACKET_TIMEFORMATTED,UUT_COMMAND_TLM_RECEIVED_TIMESECONDS,UUT_COMMAND_TLM_RECEIVED_TIMEFORMATTED,UUT_COMMAND_TLM_RECEIVED_COUNT,UUT_COMMAND_TLM_SYNC,UUT_COMMAND_TLM_MSG_ID,UUT_COMMAND_TLM_LEN,UUT_COMMAND_TLM_SEQ,UUT_COMMAND_TLM_CCSDS_TAI_SECS,UUT_COMMAND_TLM_CCSDS_TAI_SUBSECS,UUT_COMMAND_TLM_CCSDS_REALTIME,UUT_COMMAND_TLM_REALTIME_CMD_ACCEPT_COUNT,UUT_COMMAND_TLM_REALTIME_CMD_REJECT_COUNT,UUT_COMMAND_TLM_STORED_CMD_ACCEPT_COUNT,UUT_COMMAND_TLM_STORED_CMD_REJECT_COUNT,UUT_COMMAND_TLM_SEQUENCE_CMD_ACCEPT_COUNT,UUT_COMMAND_TLM_SEQUENCE_CMD_REJECT_COUNT,UUT_COMMAND_TLM_STORED_TIMED_CMDS_ENABLED,UUT_COMMAND_TLM_MACROS_ENABLED,UUT_TIME_TAI_SECONDS,UUT_TIME_TIME_VALID,UUT_CLOCK_SYNC_HR_RUN_COUNT,UUT_GENERAL_VOLUME_PERCENT_USED,UUT_GENERAL_MEM_TOTAL,UUT_GENERAL_MEM_FREE,UUT_GENERAL_MEM_AVAILABLE,UUT_ANALOGS_DET_TEMP,UUT_ANALOGS_MOTOR1_TEMP,UUT_ANALOGS_MOTOR2_TEMP,UUT_ANALOGS_MOTOR3_TEMP,UUT_ANALOGS_BATTERY_VOLTAGE,UUT_ANALOGS_BATTERY1_TEMP,UUT_ANALOGS_BUS_TEMP,UUT_ANALOGS_PAYLOAD_TEMP,UUT_ANALOGS_5V_MON,UUT_ANALOGS_3V3_MON,UUT_ANALOGS_V3_9V_MON,UUT_ANALOGS_V4_9V_MON,UUT_ANALOGS_5V_CURR_MON,UUT_ANALOGS_3V3_CURR_MON,UUT_ANALOGS_V3_9V_CURR_MON,UUT_ANALOGS_V4_9V_CURR_MON,UUT_ANALOGS_5V_AUX_MON,UUT_ANALOGS_VSOLAR_MON,UUT_ANALOGS_BB_TEMP_MON,UUT_ANALOGS_BUCK_TEMP_MON,UUT_ANALOGS_I_SOLAR_MON,UUT_ANALOGS_I_BAT1_MON,UUT_ANALOGS_I_CHG_MON,UUT_POWER_HEATER_STATUS1,UUT_REFS_TIME_NOW,UUT_REFS_POSITION_WRT_ECEF1,UUT_REFS_POSITION_WRT_ECEF2,UUT_REFS_POSITION_WRT_ECEF3,UUT_REFS_VELOCITY_WRT_ECEF1,UUT_REFS_VELOCITY_WRT_ECEF2,UUT_REFS_VELOCITY_WRT_ECEF3,UUT_REFS_POSITION_WRT_ECI1,UUT_REFS_POSITION_WRT_ECI2,UUT_REFS_POSITION_WRT_ECI3,UUT_REFS_VELOCITY_WRT_ECI1,UUT_REFS_VELOCITY_WRT_ECI2,UUT_REFS_VELOCITY_WRT_ECI3,UUT_REFS_REFS_VALID,UUT_GPS_GPS_TIME,UUT_GPS_GPS_POSITION_ECEF1,UUT_GPS_GPS_POSITION_ECEF2,UUT_GPS_GPS_POSITION_ECEF3,UUT_GPS_GPS_VELOCITY_ECEF1,UUT_GPS_GPS_VELOCITY_ECEF2,UUT_GPS_GPS_VELOCITY_ECEF3,UUT_GPS_MSG_GPS_TEMP1,UUT_GPS_MSG_GPS_TEMP2,UUT_GPS_MSG_USED_SATELLITES,UUT_GPS_GPS_POS_LOCK,UUT_GPS_GPS_TIME_LOCK,UUT_GPS_MSG_DATA_VALID,UUT_GPS_GPS_NEW_DATA_RECEIVED,UUT_GPS_GPS_ENABLE,UUT_GPS_GPS_VALID,UUT_ATT_CMD_ADCS_MODE,UUT_ATT_CMD_RECOMMEND_SUN_POINT,UUT_ATT_CMD_SUN_POINT_REASON,UUT_ATT_CTRL_SUN_POINT_ANGLE_ERROR,UUT_ATT_CTRL_SUN_POINT_STATE,UUT_ATT_CTRL_MOMENTUM_TOO_HIGH,UUT_ATT_CTRL_ATT_CTRL_ACTIVE,UUT_ATT_DET_Q_BODY_WRT_ECI1,UUT_ATT_DET_Q_BODY_WRT_ECI2,UUT_ATT_DET_Q_BODY_WRT_ECI3,UUT_ATT_DET_Q_BODY_WRT_ECI4,UUT_ATT_DET_BODY_RATE1,UUT_ATT_DET_BODY_RATE2,UUT_ATT_DET_BODY_RATE3,UUT_ATT_DET_MEAS_RATE_VALID,UUT_ATT_DET_MEAS_ATT_VALID,UUT_ATT_DET_ATTITUDE_VALID,UUT_ATT_DET_REINIT_COUNT,UUT_CSS_CSS_INVALID_COUNT,UUT_MOMENTUM_TOTAL_MOMENTUM_MAG,UUT_MOMENTUM_DUTY_CYCLE1,UUT_MOMENTUM_DUTY_CYCLE2,UUT_MOMENTUM_DUTY_CYCLE3,UUT_MOMENTUM_TORQUE_ROD_MODE1,UUT_MOMENTUM_TORQUE_ROD_MODE2,UUT_MOMENTUM_TORQUE_ROD_MODE3,UUT_TRACKER_ATTITUDE_ST1,UUT_TRACKER_ATTITUDE_ST2,UUT_TRACKER_ATTITUDE_ST3,UUT_TRACKER_ATTITUDE_ST4,UUT_TRACKER_RATE_EST1,UUT_TRACKER_RATE_EST2,UUT_TRACKER_RATE_EST3,UUT_TRACKER_PEAK_BCKGND_ALL_TRK_BLKS,UUT_TRACKER_MEDIAN_BCKGND_ALL_TRK_BLKS,UUT_TRACKER_OPERATING_MODE,UUT_TRACKER_ATT_STATUS,UUT_TRACKER_NUM_ATTITUDE_STARS,UUT_TRACKER_NUM_TRACK_STARS,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT1,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT2,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT4,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT5,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT6,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT7,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT8,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT9,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT10,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT13,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT14,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT15,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT16,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT17,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT18,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT19,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT20,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT21,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT22,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT23,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT29,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT30,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT37,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT38,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT40,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT41,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT42,UUT_EVENT_CHECK_LATCHED_RESP_FIRE_PACK_BIT1,UUT_EVENT_CHECK_LATCHED_RESP_FIRE_PACK_BIT2,UUT_EVENT_CHECK_LATCHED_RESP_FIRE_PACK_BIT13,UUT_EVENT_CHECK_LATCHED_RESP_FIRE_PACK_BIT14,UUT_EVENT_CHECK_LATCHED_RESP_FIRE_PACK_BIT15,UUT_REFS_NADIR_VECTOR_BODY1,UUT_REFS_NADIR_VECTOR_BODY2,UUT_REFS_NADIR_VECTOR_BODY3,UUT_REFS_MODELED_SUN_VECTOR_BODY1,UUT_REFS_MODELED_SUN_VECTOR_BODY2,UUT_REFS_MODELED_SUN_VECTOR_BODY3,UUT_REFS_MOON_VECTOR_BODY1,UUT_REFS_MOON_VECTOR_BODY2,UUT_REFS_MOON_VECTOR_BODY3,UUT_REFS_Q_ECEF_WRT_ECI1,UUT_REFS_Q_ECEF_WRT_ECI2,UUT_REFS_Q_ECEF_WRT_ECI3,UUT_REFS_Q_ECEF_WRT_ECI4,UUT_RW_DRIVE_FILTERED_SPEED_RPM1,UUT_RW_DRIVE_FILTERED_SPEED_RPM2,UUT_RW_DRIVE_FILTERED_SPEED_RPM3,UUT_IMU_IMU_AVG_VECTOR_BODY1_DPS,UUT_IMU_IMU_AVG_VECTOR_BODY2_DPS,UUT_IMU_IMU_AVG_VECTOR_BODY3_DPS,UUT_REFS_SUN_MODEL_VECTOR_ECI1,UUT_REFS_SUN_MODEL_VECTOR_ECI2,UUT_REFS_SUN_MODEL_VECTOR_ECI3,UUT_REFS_MOON_MODEL_VECTOR_ECI1,UUT_REFS_MOON_MODEL_VECTOR_ECI2,UUT_REFS_MOON_MODEL_VECTOR_ECI3,UUT_ATT_CTRL_PAYLOAD_ERROR1,UUT_ATT_CTRL_PAYLOAD_ERROR2,UUT_ATT_CTRL_PAYLOAD_ERROR3,UUT_ATT_CTRL_CONTROL_TO_PAYLOAD,UUT_ATT_CTRL_PAYLOAD_CONTROL_USED,timestamp_
293,1679324360.91226,45005.4578809259,1679324360.91226,45005.4578809259,5158,1.35822722913205e+19,1,512,294,732639597,0.2,REALTIME,133,0,102,0,0,0,EN,EN,732639597.199998,YES,1257041,26,85,8,20,8.0000001,5.2699998946,5.8449998831,5.5799998884,12.1240006062,5.31999989359999,6.03200024128,3.1225001249,4.98800019952,3.32050013282,9.04800036192,3.9650001586,0.21950000878,0.6775000271,0.36600001464,0.02450000098,5.02400020096,17.80600071224,12.19300048772,9.37650037506,2.29100009164,0.97050003882,2.52200010088,OFF,732639597.399998,1070.29698648514,-4528.77673356115,-4745.94824270257,6.93414133,-0.985223485,2.50456628,3834.64644826766,-2621.07930894602,-4754.45146227741,5.979880335,4.23116965,2.491052845,YES,732639597,1067.52462662376,-4528.38535358072,-4746.95244265236,6.934785555,-0.98724827,2.501956365,8.3628569756,9.3399998132,16,YES,YES,YES,YES,YES,YES,FINE_REF_POINT,NO,BOOT,14.3339990444,NOT_ACTIVE,NO,YES,0.239327412713451,-0.951514562969708,0.186467872270642,0.0507160609856787,0.004019625,0.002182885,-0.006661595,YES,NO,YES,51,0,0.0025000001,20,18,6,AUTO,AUTO,AUTO,0,0,0,1,0,0,0,0,0,STARID,BAD,0,3,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.468599988285,0.358959991026,-0.80719997982,-0.876959978076,-0.480599987985,-3.9999999e-05,-0.783959980401,-0.579759985506,0.221919994452,0.000389165988325,0.0010488619685341,0.361827412145177,0.932244395032667,272.8900136445,-565.5980282799,932.4760466238,0.20569184228121,0.239496351179793,-0.572384820164147,0.999959975001,-0.009279999768,-0.0039999999,0.963559975911,-0.214959994626,-0.159319996017,0,0,0,0,0,2023-03-20 14:59:20.912260096
294,1679324361.23526,45005.4578846643,1679324361.23526,45005.4578846643,5159,1.35822722913205e+19,1,512,295,732639597,0.4,REALTIME,133,0,102,0,0,0,EN,EN,732639597.399997,YES,1257042,26,85,8,20,8.0000001,5.2699998946,5.8449998831,5.6049998879,12.1440006072,5.31999989359999,6.03200024128,3.1225001249,4.98800019952,3.32050013282,9.04300036172,3.9650001586,0.20150000806,0.68350002734,0.3725000149,0.02450000098,5.02400020096,17.70850070834,12.1725004869,9.3550003742,2.46950009878,0.9825000393,2.52700010108,OFF,732639597.599997,1071.6837664158,-4528.9736735513,-4745.44720272762,6.933823685,-0.9842039,2.50585551,3835.84230820787,-2620.23300898834,-4753.95312230233,5.97884158,4.23187947,2.492344375,YES,732639597,1067.52462662376,-4528.38535358072,-4746.95244265236,6.934785555,-0.98724827,2.501956365,8.3628569756,9.3399998132,16,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,BOOT,14.219999052,NOT_ACTIVE,NO,YES,0.239940730201185,-0.951271041974578,0.18685696926286,0.050953745480925,0.003898625,0.002172695,-0.00666452,YES,NO,YES,51,0,0.0025000001,20,18,7,AUTO,AUTO,AUTO,0,0,0,1,0,0,0,0,0,STARID,BAD,0,3,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.468679988283,0.358959991026,-0.807159979821,-0.876319978092,-0.481759987956,-3.9999999e-05,-0.783279980418,-0.580639985484,0.222039994449,0.0003891739883247,0.0010488599685342,0.361834210144973,0.932241757032746,275.2940137647,-562.0940281047,927.5140463757,0.200535222279731,0.238350435623909,-0.572384820164147,0.999959975001,-0.009279999768,-0.0039999999,0.963559975911,-0.214959994626,-0.159319996017,0,0,0,0,0,2023-03-20 14:59:21.235259904
295,1679324361.34827,45005.4578859722,1679324361.34827,45005.4578859722,5160,1.35822722913205e+19,1,512,296,732639597,0.6,REALTIME,133,0,102,0,0,0,EN,EN,732639597.599996,YES,1257043,26,85,8,20,8.0000001,5.2699998946,5.8449998831,5.5799998884,12.1440006072,5.31999989359999,6.03200024128,3.1225001249,4.98800019952,3.32050013282,9.04800036192,3.9650001586,0.2075000083,0.6775000271,0.3725000149,0.02450000098,5.02400020096,17.61050070442,12.19300048772,9.37650037506,2.46950009878,0.9825000393,2.52700010108,OFF,732639597.799996,1073.07050634647,-4529.17039354146,-4744.94590275269,6.93350569,-0.983184255,2.507144605,3837.03796814809,-2619.38656903066,-4753.45454232726,5.977802495,4.23258906,2.493635775,YES,732639597,1067.52462662376,-4528.38535358072,-4746.95244265236,6.934785555,-0.98724827,2.501956365,8.3628569756,9.3399998132,16,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,BOOT,14.1779990548,NOT_ACTIVE,NO,YES,0.240562108688757,-0.951023813979523,0.187253669754926,0.0511820329763593,0.00400454,0.002088375,-0.00672867,YES,NO,YES,51,0,0.0025000001,20,17,5,AUTO,AUTO,AUTO,0,0,0,1,0,0,0,0,0,STARID,BAD,0,3,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.468719988282,0.358959991026,-0.807119979822,-0.875639978109,-0.482959987926,0.0,-0.782599980435,-0.581519985462,0.222159994446,0.0003891809883245,0.0010488569685342,0.361841008144769,0.932239118032825,271.0060135503,-560.6340280317,926.6980463349,0.205118884503267,0.233766773400372,-0.576395524609741,0.999959975001,-0.009279999768,-0.0039999999,0.963519975912,-0.214959994626,-0.159319996017,0,0,0,0,0,2023-03-20 14:59:21.348269824
296,1679324361.46227,45005.4578872917,1679324361.46227,45005.4578872917,5161,1.35822722913205e+19,1,512,297,732639597,0.8,REALTIME,133,0,102,0,0,0,EN,EN,732639597.799995,YES,1257044,26,85,8,20,8.0000001,5.2699998946,5.8449998831,5.5799998884,12.1840006092,5.31999989359999,6.03200024128,3.1225001249,4.98550019942,3.32050013282,9.04300036172,3.9650001586,0.2075000083,0.68350002734,0.3725000149,0.02450000098,5.02400020096,17.41550069662,12.21300048852,9.39800037592,2.45100009804,0.8425000337,2.6150001046,OFF,732639597.999995,1074.45716627713,-4529.36693353164,-4744.44434277777,6.933187355,-0.98216455,2.508433565,3838.23342808831,-2618.53998907299,-4752.9556823522,5.976763085,4.23329842,2.49492704,YES,732639597,1067.52462662376,-4528.38535358072,-4746.95244265236,6.934785555,-0.98724827,2.501956365,8.3628569756,9.3399998132,16,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,BOOT,14.0519990632,NOT_ACTIVE,NO,YES,0.241171548176568,-0.950777150984456,0.187659889246802,0.0514083634718327,0.00409261,0.002114725,-0.00660523,YES,NO,YES,51,0,0.0025000001,20,18,6,AUTO,AUTO,AUTO,0,0,0,1,0,0,0,0,0,STARID,BAD,0,3,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.46879998828,0.358919991027,-0.807119979822,-0.874999978125,-0.484079987898,0.0,-0.781919980452,-0.58239998544,0.222319994442,0.0003891889883243,0.0010488539685343,0.361847806144565,0.932236479032904,274.0420137021,-565.4500282725,932.2320466116,0.210275504504746,0.235485646734198,-0.569520031274436,0.999959975001,-0.009279999768,-0.0039999999,0.963519975912,-0.214959994626,-0.159319996017,0,0,0,0,0,2023-03-20 14:59:21.462269952
297,1679324361.6753,45005.4578897569,1679324361.6753,45005.4578897569,5162,1.35822722913205e+19,1,512,298,732639598,0.0,REALTIME,133,0,102,0,0,0,EN,EN,732639597.999994,YES,1257045,26,85,8,20,8.0000001,5.2699998946,5.8449998831,5.5799998884,12.1840006092,5.31999989359999,6.00850024034,3.1225001249,4.98550019942,3.32050013282,9.04800036192,3.9650001586,0.2075000083,0.6775000271,0.3725000149,0.02450000098,5.02400020096,17.35700069428,12.19300048772,9.37650037506,2.44150009766,0.95200003808,2.4925000997,OFF,732639598.199994,1075.8437662078,-4529.56327352182,-4743.94252280286,6.932868675,-0.981144775,2.50972239,3839.42866802855,-2617.69324911533,-4752.45656237716,5.97572335,4.234007555,2.49621817,YES,732639597,1067.52462662376,-4528.38535358072,-4746.95244265236,6.934785555,-0.98724827,2.501956365,8.3628569756,9.3399998132,16,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,BOOT,13.9769990682,NOT_ACTIVE,NO,YES,0.241783697164325,-0.950530645489386,0.188056863738862,0.0516402119671957,0.003992505,0.00213973,-0.00664572,YES,NO,YES,51,0,0.0025000001,20,17,5,AUTO,AUTO,AUTO,0,0,0,1,0,0,0,0,0,STARID,BAD,0,3,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.468879988278,0.358879991028,-0.807079979823,-0.874359978141,-0.485279987868,3.9999999e-05,-0.781239980469,-0.583239985419,0.222439994439,0.000389196988324,0.0010488509685344,0.361854604144361,0.932233841032983,271.640013582,-552.6120276306,930.8560465428,0.205118884503267,0.236631562290082,-0.571238904608263,0.999959975001,-0.009279999768,-0.0039999999,0.963519975912,-0.214959994626,-0.159319996017,0,0,0,0,0,2023-03-20 14:59:21.675299840
298,1679324361.8883,45005.4578922222,1679324361.8883,45005.4578922222,5163,1.35822722913205e+19,1,512,299,732639598,0.2,REALTIME,133,0,102,0,0,0,EN,EN,732639598.199998,YES,1257046,26,85,8,20,8.0000001,5.2699998946,5.8449998831,5.6049998879,12.1840006092,5.31999989359999,6.00850024034,3.1225001249,4.98800019952,3.32050013282,9.04800036192,3.9650001586,0.2075000083,0.6775000271,0.3725000149,0.02450000098,5.02550020102,17.08350068334,12.19300048772,9.37650037506,2.67600010704,0.92150003686,2.44400009776,OFF,732639598.399998,1077.23032613848,-4529.75939351201,-4743.44044282796,6.932549645,-0.98012491,2.511011115,3840.6237279688,-2616.84636915767,-4751.95718240212,5.97468326,4.23471648,2.497509205,YES,732639598,1074.45864627706,-4529.37023353147,-4744.44704277763,6.93316594,-0.98221973,2.50842462,8.3628569756,9.3399998132,16,YES,YES,YES,YES,YES,YES,FINE_REF_POINT,NO,BOOT,13.8629990758,NOT_ACTIVE,NO,YES,0.242408108651837,-0.950279031994419,0.188454710730905,0.0518927019621459,0.003966705,0.002317555,-0.006812785,YES,NO,YES,51,0,0.0025000001,19,17,7,AUTO,AUTO,AUTO,0,0,0,1,0,0,0,0,0,STARID,BAD,0,3,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.468959988276,0.358879991028,-0.806999979825,-0.873719978157,-0.486439987839,0.0,-0.780559980486,-0.584119985397,0.222559994436,0.0003892039883238,0.0010488479685345,0.361861402144157,0.932231202033063,271.2300135615,-566.7980283399,924.7100462355,0.203400011169441,0.24694480229304,-0.580979186833278,0.999959975001,-0.009279999768,-0.0039999999,0.963519975912,-0.214959994626,-0.159319996017,0,0,0,0,0,2023-03-20 14:59:21.888300032
299,1679324362.11232,45005.4578948148,1679324362.11232,45005.4578948148,5164,1.35822722913205e+19,1,512,300,732639598,0.4,REALTIME,133,0,102,0,0,0,EN,EN,732639598.399997,YES,1257047,26,85,8,20,8.0000001,5.2699998946,5.8449998831,5.5799998884,12.1840006092,5.31999989359999,6.00850024034,3.1225001249,4.98800019952,3.32050013282,9.04800036192,3.9650001586,0.2075000083,0.68350002734,0.36600001464,0.02450000098,5.02400020096,16.98600067944,12.21300048852,9.37650037506,2.44150009766,0.9275000371,2.54650010186,OFF,732639598.599997,1078.61680606915,-4529.95531350222,-4742.93812285308,6.932230275,-0.97910501,2.51229967,3841.81854790906,-2615.99934920002,-4751.45756242711,5.97364288,4.235425155,2.498800065,YES,732639598,1074.45864627706,-4529.37023353147,-4744.44704277763,6.93316594,-0.98221973,2.50842462,8.3628569756,9.3399998132,16,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,BOOT,13.8539990764,NOT_ACTIVE,NO,YES,0.243020696639585,-0.950030055999398,0.188850332722993,0.0521473409570531,0.00392936,0.00235356,-0.00669945,YES,NO,YES,51,0,0.0025000001,20,17,7,AUTO,AUTO,AUTO,0,0,0,1,0,0,0,0,0,STARID,BAD,0,3,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.469039988274,0.358919991027,-0.806959979826,-0.873039978174,-0.487639987809,0.0,-0.779879980503,-0.584999985375,0.222639994434,0.0003892119883236,0.0010488449685346,0.361868200143953,0.932228563033142,275.6520137826,-555.7160277858,929.3820464691,0.201681137835615,0.248663675626866,-0.574676651275915,0.999959975001,-0.009279999768,-0.0039999999,0.963519975912,-0.214959994626,-0.159319996017,0,0,0,0,0,2023-03-20 14:59:22.112320000
300,1679324362.21531,45005.4578960069,1679324362.21531,45005.4578960069,5165,1.35822722913205e+19,1,512,301,732639598,0.6,REALTIME,133,0,102,0,0,0,EN,EN,732639598.599996,YES,1257048,26,85,8,20,8.0000001,5.2699998946,5.8449998831,5.5799998884,12.1840006092,5.31999989359999,6.00850024034,3.1225001249,4.98800019952,3.32050013282,9.04800036192,3.9650001586,0.2075000083,0.68350002734,0.36600001464,0.02450000098,5.02400020096,16.98600067944,12.21300048852,9.37650037506,2.44150009766,0.9275000371,2.54650010186,OFF,732639598.799996,1080.00320599983,-4530.15103349243,-4742.43552287821,6.93191056,-0.97808505,2.513588085,3843.01316784933,-2615.15220924238,-4750.9576624521,5.97260217,4.2361336,2.50009079,YES,732639598,1074.45864627706,-4529.37023353147,-4744.44704277763,6.93316594,-0.98221973,2.50842462,8.3628569756,9.3399998132,16,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,BOOT,13.694999087,NOT_ACTIVE,NO,YES,0.243624722627505,-0.949781186004375,0.189254659214906,0.0523958669520826,0.00402225,0.002332755,-0.006601765,YES,NO,YES,51,0,0.0025000001,20,17,6,AUTO,AUTO,AUTO,0,0,0,1,0,0,0,0,0,STARID,BAD,0,3,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.469159988271,0.358879991028,-0.806919979827,-0.87239997819,-0.488759987781,-3.9999999e-05,-0.77919998052,-0.585839985354,0.222759994431,0.0003892189883234,0.0010488429685347,0.361874998143749,0.932225925033221,273.2900136645,-556.5720278286,929.8960464948,0.206837757837094,0.247517760070982,-0.568947073496494,0.999959975001,-0.009279999768,-0.0039999999,0.963519975912,-0.214959994626,-0.159319996017,0,0,0,0,0,2023-03-20 14:59:22.215310080
301,1679324362.43777,45005.4578985764,1679324362.43777,45005.4578985764,5166,1.35822722913205e+19,1,512,302,732639598,0.8,REALTIME,133,0,102,0,0,0,EN,EN,732639598.799995,YES,1257049,26,85,8,20,8.0000001,5.2699998946,5.8449998831,5.6049998879,12.1640006082,5.31999989359999,6.00850024034,3.1225001249,4.98800019952,3.32050013282,9.04800036192,3.9650001586,0.21350000854,0.68950002758,0.36600001464,0.02450000098,5.02400020096,17.2400006896,12.21300048852,9.41950037678,2.6575001063,0.8850000354,2.56350010254,OFF,732639598.999995,1081.38954593052,-4530.34655348266,-4741.93268290335,6.931590505,-0.977065025,2.51487637,3844.20758778961,-2614.30490928474,-4750.45752247711,5.97156114,4.23684182,2.50138138,YES,732639598,1074.45864627706,-4529.37023353147,-4744.44704277763,6.93316594,-0.98221973,2.50842462,8.3628569756,9.3399998132,16,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,BOOT,13.5839990944,NOT_ACTIVE,NO,YES,0.244234750615304,-0.949532772009344,0.189644669707106,0.0526475109470497,0.003880965,0.002315895,-0.00667106,YES,NO,YES,51,0,0.0025000001,20,17,7,AUTO,AUTO,AUTO,0,0,0,1,0,0,0,0,0,STARID,BAD,0,3,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.469239988269,0.358879991028,-0.806839979829,-0.871759978206,-0.489919987752,-3.9999999e-05,-0.778519980537,-0.586719985332,0.222879994428,0.0003892269883231,0.0010488399685347,0.361881795143545,0.9322232860333,274.80001374,-552.8640276432,929.3220464661,0.198816348945905,0.246371844515098,-0.572957777942089,0.999959975001,-0.009279999768,-0.0039999999,0.963519975912,-0.214959994626,-0.159319996017,0,0,0,0,0,2023-03-20 14:59:22.437769984
302,1679324362.65143,45005.4579010532,1679324362.65143,45005.4579010532,5167,1.35822722913205e+19,1,512,303,732639599,0.0,REALTIME,133,0,102,0,0,0,EN,EN,732639598.999994,YES,1257050,26,85,8,20,8.0000001,5.2949998941,5.8449998831,5.5799998884,12.1840006092,5.31999989359999,6.03200024128,3.09650012386,4.98550019942,3.32050013282,9.04300036172,3.9650001586,0.2075000083,0.68350002734,0.3725000149,0.02450000098,5.02400020096,17.2400006896,12.21300048852,9.39800037592,2.6950001078,0.87300003492,2.58300010332,OFF,732639599.199994,1082.7758258612,-4530.54185347289,-4741.4295829285,6.9312701,-0.976044935,2.516164515,3845.4017877299,-2613.45748932711,-4749.95712250213,5.970519785,4.237549805,2.502671835,YES,732639598,1074.45864627706,-4529.37023353147,-4744.44704277763,6.93316594,-0.98221973,2.50842462,8.3628569756,9.3399998132,16,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,BOOT,13.4729991018,NOT_ACTIVE,NO,YES,0.24484596760308,-0.949281023014379,0.190044368699112,0.0529064254418714,0.00396215,0.00240809,-0.00669918,YES,NO,YES,51,0,0.0025000001,20,17,7,AUTO,AUTO,AUTO,0,0,0,1,0,0,0,0,0,STARID,BAD,0,3,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.469359988266,0.358879991028,-0.80679997983,-0.871119978222,-0.491119987722,-7.9999998e-05,-0.777839980554,-0.58759998531,0.222959994426,0.0003892349883229,0.0010488369685348,0.361888593143341,0.932220647033379,277.0480138524,-548.7760274388,930.7040465352,0.202827053391499,0.252101422294519,-0.574676651275915,0.999959975001,-0.009279999768,-0.0039999999,0.963519975912,-0.214959994626,-0.159319996017,0,0,0,0,0,2023-03-20 14:59:22.651429888
