,UUT_COMMAND_TLM_PACKET_TIMESECONDS,UUT_COMMAND_TLM_PACKET_TIMEFORMATTED,UUT_COMMAND_TLM_RECEIVED_TIMESECONDS,UUT_COMMAND_TLM_RECEIVED_TIMEFORMATTED,UUT_COMMAND_TLM_RECEIVED_COUNT,UUT_COMMAND_TLM_SYNC,UUT_COMMAND_TLM_MSG_ID,UUT_COMMAND_TLM_LEN,UUT_COMMAND_TLM_SEQ,UUT_COMMAND_TLM_CCSDS_TAI_SECS,UUT_COMMAND_TLM_CCSDS_TAI_SUBSECS,UUT_COMMAND_TLM_CCSDS_REALTIME,UUT_COMMAND_TLM_REALTIME_CMD_ACCEPT_COUNT,UUT_COMMAND_TLM_REALTIME_CMD_REJECT_COUNT,UUT_COMMAND_TLM_STORED_CMD_ACCEPT_COUNT,UUT_COMMAND_TLM_STORED_CMD_REJECT_COUNT,UUT_COMMAND_TLM_SEQUENCE_CMD_ACCEPT_COUNT,UUT_COMMAND_TLM_SEQUENCE_CMD_REJECT_COUNT,UUT_COMMAND_TLM_STORED_TIMED_CMDS_ENABLED,UUT_COMMAND_TLM_MACROS_ENABLED,UUT_TIME_TAI_SECONDS,UUT_TIME_TIME_VALID,UUT_CLOCK_SYNC_HR_RUN_COUNT,UUT_GENERAL_VOLUME_PERCENT_USED,UUT_GENERAL_MEM_TOTAL,UUT_GENERAL_MEM_FREE,UUT_GENERAL_MEM_AVAILABLE,UUT_ANALOGS_DET_TEMP,UUT_ANALOGS_MOTOR1_TEMP,UUT_ANALOGS_MOTOR2_TEMP,UUT_ANALOGS_MOTOR3_TEMP,UUT_ANALOGS_BATTERY_VOLTAGE,UUT_ANALOGS_BATTERY1_TEMP,UUT_ANALOGS_BUS_TEMP,UUT_ANALOGS_PAYLOAD_TEMP,UUT_ANALOGS_5V_MON,UUT_ANALOGS_3V3_MON,UUT_ANALOGS_V3_9V_MON,UUT_ANALOGS_V4_9V_MON,UUT_ANALOGS_5V_CURR_MON,UUT_ANALOGS_3V3_CURR_MON,UUT_ANALOGS_V3_9V_CURR_MON,UUT_ANALOGS_V4_9V_CURR_MON,UUT_ANALOGS_5V_AUX_MON,UUT_ANALOGS_VSOLAR_MON,UUT_ANALOGS_BB_TEMP_MON,UUT_ANALOGS_BUCK_TEMP_MON,UUT_ANALOGS_I_SOLAR_MON,UUT_ANALOGS_I_BAT1_MON,UUT_ANALOGS_I_CHG_MON,UUT_POWER_HEATER_STATUS1,UUT_REFS_TIME_NOW,UUT_REFS_POSITION_WRT_ECEF1,UUT_REFS_POSITION_WRT_ECEF2,UUT_REFS_POSITION_WRT_ECEF3,UUT_REFS_VELOCITY_WRT_ECEF1,UUT_REFS_VELOCITY_WRT_ECEF2,UUT_REFS_VELOCITY_WRT_ECEF3,UUT_REFS_POSITION_WRT_ECI1,UUT_REFS_POSITION_WRT_ECI2,UUT_REFS_POSITION_WRT_ECI3,UUT_REFS_VELOCITY_WRT_ECI1,UUT_REFS_VELOCITY_WRT_ECI2,UUT_REFS_VELOCITY_WRT_ECI3,UUT_REFS_REFS_VALID,UUT_GPS_GPS_TIME,UUT_GPS_GPS_POSITION_ECEF1,UUT_GPS_GPS_POSITION_ECEF2,UUT_GPS_GPS_POSITION_ECEF3,UUT_GPS_GPS_VELOCITY_ECEF1,UUT_GPS_GPS_VELOCITY_ECEF2,UUT_GPS_GPS_VELOCITY_ECEF3,UUT_GPS_MSG_GPS_TEMP1,UUT_GPS_MSG_GPS_TEMP2,UUT_GPS_MSG_USED_SATELLITES,UUT_GPS_GPS_POS_LOCK,UUT_GPS_GPS_TIME_LOCK,UUT_GPS_MSG_DATA_VALID,UUT_GPS_GPS_NEW_DATA_RECEIVED,UUT_GPS_GPS_ENABLE,UUT_GPS_GPS_VALID,UUT_ATT_CMD_ADCS_MODE,UUT_ATT_CMD_RECOMMEND_SUN_POINT,UUT_ATT_CMD_SUN_POINT_REASON,UUT_ATT_CTRL_SUN_POINT_ANGLE_ERROR,UUT_ATT_CTRL_SUN_POINT_STATE,UUT_ATT_CTRL_MOMENTUM_TOO_HIGH,UUT_ATT_CTRL_ATT_CTRL_ACTIVE,UUT_ATT_DET_Q_BODY_WRT_ECI1,UUT_ATT_DET_Q_BODY_WRT_ECI2,UUT_ATT_DET_Q_BODY_WRT_ECI3,UUT_ATT_DET_Q_BODY_WRT_ECI4,UUT_ATT_DET_BODY_RATE1,UUT_ATT_DET_BODY_RATE2,UUT_ATT_DET_BODY_RATE3,UUT_ATT_DET_MEAS_RATE_VALID,UUT_ATT_DET_MEAS_ATT_VALID,UUT_ATT_DET_ATTITUDE_VALID,UUT_ATT_DET_REINIT_COUNT,UUT_CSS_CSS_INVALID_COUNT,UUT_MOMENTUM_TOTAL_MOMENTUM_MAG,UUT_MOMENTUM_DUTY_CYCLE1,UUT_MOMENTUM_DUTY_CYCLE2,UUT_MOMENTUM_DUTY_CYCLE3,UUT_MOMENTUM_TORQUE_ROD_MODE1,UUT_MOMENTUM_TORQUE_ROD_MODE2,UUT_MOMENTUM_TORQUE_ROD_MODE3,UUT_TRACKER_ATTITUDE_ST1,UUT_TRACKER_ATTITUDE_ST2,UUT_TRACKER_ATTITUDE_ST3,UUT_TRACKER_ATTITUDE_ST4,UUT_TRACKER_RATE_EST1,UUT_TRACKER_RATE_EST2,UUT_TRACKER_RATE_EST3,UUT_TRACKER_PEAK_BCKGND_ALL_TRK_BLKS,UUT_TRACKER_MEDIAN_BCKGND_ALL_TRK_BLKS,UUT_TRACKER_OPERATING_MODE,UUT_TRACKER_ATT_STATUS,UUT_TRACKER_NUM_ATTITUDE_STARS,UUT_TRACKER_NUM_TRACK_STARS,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT1,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT2,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT4,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT5,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT6,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT7,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT8,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT9,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT10,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT13,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT14,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT15,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT16,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT17,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT18,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT19,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT20,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT21,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT22,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT23,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT29,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT30,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT37,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT38,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT40,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT41,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT42,UUT_EVENT_CHECK_LATCHED_RESP_FIRE_PACK_BIT1,UUT_EVENT_CHECK_LATCHED_RESP_FIRE_PACK_BIT2,UUT_EVENT_CHECK_LATCHED_RESP_FIRE_PACK_BIT13,UUT_EVENT_CHECK_LATCHED_RESP_FIRE_PACK_BIT14,UUT_EVENT_CHECK_LATCHED_RESP_FIRE_PACK_BIT15,UUT_REFS_NADIR_VECTOR_BODY1,UUT_REFS_NADIR_VECTOR_BODY2,UUT_REFS_NADIR_VECTOR_BODY3,UUT_REFS_MODELED_SUN_VECTOR_BODY1,UUT_REFS_MODELED_SUN_VECTOR_BODY2,UUT_REFS_MODELED_SUN_VECTOR_BODY3,UUT_REFS_MOON_VECTOR_BODY1,UUT_REFS_MOON_VECTOR_BODY2,UUT_REFS_MOON_VECTOR_BODY3,UUT_REFS_Q_ECEF_WRT_ECI1,UUT_REFS_Q_ECEF_WRT_ECI2,UUT_REFS_Q_ECEF_WRT_ECI3,UUT_REFS_Q_ECEF_WRT_ECI4,UUT_RW_DRIVE_FILTERED_SPEED_RPM1,UUT_RW_DRIVE_FILTERED_SPEED_RPM2,UUT_RW_DRIVE_FILTERED_SPEED_RPM3,UUT_IMU_IMU_AVG_VECTOR_BODY1_DPS,UUT_IMU_IMU_AVG_VECTOR_BODY2_DPS,UUT_IMU_IMU_AVG_VECTOR_BODY3_DPS,UUT_REFS_SUN_MODEL_VECTOR_ECI1,UUT_REFS_SUN_MODEL_VECTOR_ECI2,UUT_REFS_SUN_MODEL_VECTOR_ECI3,UUT_REFS_MOON_MODEL_VECTOR_ECI1,UUT_REFS_MOON_MODEL_VECTOR_ECI2,UUT_REFS_MOON_MODEL_VECTOR_ECI3,timestamp_
0,1678293329.7371,44993.4829830671,1678293329.7371,44993.4829830671,4118,1.35822722913205e+19,1,512,1,731522200,0.4,STORED,220,0,16,0,0,0,EN,EN,731522200.399997,YES,37056601,27,85,8,18,16.0000002,12.5599997488,12.9599997407999,12.9199997416,12.300000615,11.2299997754,13.96300055852,12.4975004999,4.98800019952,3.32300013292,3.90150015606,3.9650001586,0.2075000083,0.64100002564,0.02450000098,0.02450000098,5.02400020096,15.600000624,18.59350074374,16.73300066932,2.3850000954,0.27450001098,1.53800006152,OFF,731522200.599997,1671.35537643222,-3844.46208777688,-5190.21292048934,6.349430885,3.76652482,-0.740670765,4078.76801606158,-917.859614107016,-5199.30890003454,0.768370825,7.647238145,-0.74264048,YES,731522200,1667.54509662274,-3846.7276876636,-5189.77042051146,6.35044125,3.76397521,-0.74490855,16.4828568131999,17.4599996508,14,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,2.0609998626,NOT_ACTIVE,NO,YES,-0.212051288758974,0.709375644312486,0.621499351070012,0.256044846379102,-0.00120126,-3.43e-06,-0.000127405,YES,YES,YES,992,0,0.00150000006,14,11,9,AUTO,AUTO,AUTO,-0.0329823833007812,-0.927705178710937,0.108988543945312,0.355523222167968,-0.0002549999898,-0.0002599999896,-0.0007799999687999,340,268,TRACK,OK,30,30,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-0.009879999753,0.999959975001,0.000199999995,-0.703119982422,-0.703119982422,-0.105959997351,0.668439983289,0.742319981442,0.046319998842,0.0004913029852609,0.0010034449698966,0.45288730641338,0.891567035252988,490.6500245325,-322.4580161229,-431.3900215695,-0.101986484473691,0.117456344478128,-0.21142142006063,0.972439975689,-0.213879994653,-0.092679997683,-0.975639975609,0.15959999601,0.150479996238,2023-03-08 16:35:29.737099776
1,1678293329.76709,44993.4829834144,1678293329.76709,44993.4829834144,4119,1.35822722913205e+19,1,512,2,731522260,0.4,STORED,220,0,16,0,0,0,EN,EN,731522260.399997,YES,37056901,27,85,7,19,16.0000002,12.9399997412,13.3049997338999,13.2849997343,12.320000616,11.4549997708999,14.40050057602,12.57800050312,4.98800019952,3.32050013282,3.90150015606,3.9650001586,0.2075000083,0.62850002514,0.02450000098,0.02450000098,5.0225002009,15.67800062712,19.07200076288,17.20700068828,2.13150008526,0.27450001098,1.42100005684,OFF,731522260.599997,2049.01753754911,-3611.09127944542,-5222.0817188959,6.234646315,4.009673525,-0.321069915,4115.01455424926,-457.18615714069,-5231.27387843629,0.43928105,7.702460625,-0.32230512,YES,731522260,2045.27639773617,-3613.49621932518,-5221.88799890558,6.235897245,4.007379155,-0.325304205,16.9714282319999,17.8885710707999,14,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,5.0069996662,NOT_ACTIVE,NO,YES,-0.222830619543387,0.68649646127007,0.645072391098551,0.250899768982004,-0.00121321,-3.3225e-05,-0.000137505,YES,YES,YES,992,0,0.00150000006,14,11,9,AUTO,AUTO,AUTO,-0.0034918349609375,-0.932197356933593,0.0913511293945312,0.35021545703125,-0.0002774999889,-0.0003424999862999,-0.0018524999259,256,232,TRACK,OK,14,14,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-0.016439999589,0.999879975003,0.000359999991,-0.698679982533,-0.698679982533,-0.154039996149,0.663799983405,0.741719981457,0.096039997599,0.000493496985195,0.0010023679699289,0.4548366443549,0.890574151282774,489.5100244755,-290.7340145367,-436.9480218474,-0.096256906694271,0.115164513366359,-0.216578040062109,0.972439975689,-0.213879994653,-0.092679997683,-0.975839975604,0.158359996041,0.150479996238,2023-03-08 16:35:29.767090176
2,1678293329.84209,44993.4829842824,1678293329.84209,44993.4829842824,4120,1.35822722913205e+19,1,512,3,731522320,0.4,STORED,220,0,16,0,0,0,EN,EN,731522320.399998,YES,37057201,27,85,8,19,16.80000021,13.3249997334999,13.6649997267,13.7049997258999,12.280000614,11.7049997658999,14.71800058872,12.78050051122,4.98550019942,3.32050013282,3.90150015606,3.9650001586,0.2075000083,0.6225000249,0.02450000098,0.02450000098,5.0225002009,15.71700062868,19.51150078046,17.64150070566,2.32850009314,0.23200000928,1.49400005976,OFF,731522320.599998,2418.95643905217,-3363.66301181684,-5228.72931856352,6.09198491,4.23476543,0.099770945,4131.43941342801,5.694499715275,-5237.97339810131,0.108022595,7.72060253,0.099276325,YES,731522320,2415.30079923495,-3366.20295168984,-5228.78703856063,6.093514035,4.23257025,0.095628755,17.5199996496,18.4371424884,14,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,8.159999456,NOT_ACTIVE,NO,YES,-0.234016868819662,0.6624799632504,0.667550826148983,0.246439156571216,-0.001474235,6.01e-06,-0.00014619,YES,YES,YES,992,0,0.00150000006,15,10,9,AUTO,AUTO,AUTO,0.0256572880859375,-0.935988280761718,0.0735230014648437,0.343310369628906,-0.0002199999911999,-0.0004299999828,-0.0020624999174999,392,240,TRACK,OK,33,33,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-0.025439999364,0.999679975008,0.00039999999,-0.692679982683,-0.692599982685,-0.201319994967,0.657439983564,0.739399981515,0.145239996369,0.0004956879851293,0.0010012859699614,0.456783804296485,0.889577004312689,487.500024375,-250.120012506,-443.3580221679,-0.105997188919286,0.12089409114578,-0.21944282895182,0.972439975689,-0.213879994653,-0.092679997683,-0.976039975599,0.157119996072,0.150479996238,2023-03-08 16:35:29.842089984
3,1678293329.95609,44993.4829856019,1678293329.95609,44993.4829856019,4121,1.35822722913205e+19,1,512,4,731522380,0.4,STORED,220,0,16,0,0,0,EN,EN,731522380.399998,YES,37057501,27,85,8,19,16.80000021,13.7249997254999,14.0049997198999,14.0649997187,12.300000615,11.9499997609999,15.13400060536,12.94150051766,4.98800019952,3.32300013292,3.90150015606,3.9650001586,0.20150000806,0.61650002466,0.02450000098,0.02450000098,5.0225002009,15.77550063102,19.95350079814,18.11700072468,2.3475000939,0.24400000976,1.43550005742,OFF,731522380.599998,2779.51074102445,-3103.29354483531,-5210.11599949418,5.921998435,4.440882,0.52039073,4127.96399360179,468.546656572666,-5219.36745903161,-0.223725095,7.70155346,0.520639005,YES,731522380,2775.95694120214,-3105.95644470217,-5210.42779947859,5.92380368,4.438944265,0.516169195,18.0085710684,18.8028567667999,14,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,11.744999217,NOT_ACTIVE,NO,YES,-0.245557914088841,0.637217407255651,0.688983632720327,0.242810214643795,-0.001030515,-3.2395e-05,-0.000209325,YES,YES,YES,992,0,0.00150000006,15,10,12,AUTO,AUTO,AUTO,0.0542985703124999,-0.939114448730468,0.0553785195312499,0.334737116210937,-0.0002699999892,-0.0004424999823,-0.0010274999588999,900,280,TRACK,OK,29,29,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-0.037159999071,0.999319975017,0.000519999987,-0.685119982872,-0.685039982874,-0.247639993809,0.649359983766,0.735359981616,0.193799995155,0.0004978779850636,0.001000198969994,0.458728779238136,0.888575601342731,491.7680245884,-211.7920105896,-444.0820222041,-0.0939650755825026,0.120321133367838,-0.221161702285646,0.972439975689,-0.213839994654,-0.092679997683,-0.976279975593,0.155879996103,0.15039999624,2023-03-08 16:35:29.956089856
4,1678293329.95709,44993.4829856134,1678293329.95709,44993.4829856134,4122,1.35822722913205e+19,1,512,5,731522440,0.4,STORED,220,0,16,0,0,0,EN,EN,731522440.399998,YES,37057801,27,85,8,19,17.60000022,14.1199997175999,14.3599997127999,14.4599997107999,12.300000615,12.2149997557,15.52900062116,13.18300052732,4.98800019952,3.32050013282,3.90150015606,3.9650001586,0.2075000083,0.64700002588,0.02450000098,0.02450000098,5.0225002009,15.6975006279,20.3975008159,18.55400074216,2.22550008902,0.1650000066,1.47200005888,OFF,731522440.599998,3129.06090354694,-2831.14123844293,-5166.33746168311,5.725269745,4.627370815,0.938408395,4104.60497476974,929.14353354282,-5175.55176122239,-0.554483445,7.645411145,0.939398565,YES,731522440,3125.62538371872,-2833.91533830422,-5166.90020165497,5.7273072,4.625620395,0.934268085,18.4371424884,19.3542853272,15,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,15.1019989932,NOT_ACTIVE,NO,YES,-0.257314362353712,0.610779495784409,0.70927746931445,0.240131544197369,-0.00118042,-5.776e-05,-0.00023231,YES,YES,YES,992,0,0.00150000006,16,10,13,AUTO,AUTO,AUTO,0.0825763447265625,-0.941552631347656,0.0367811782226562,0.324510299316406,-0.0001799999928,-0.0004574999817,-6.99999971999999e-05,588,276,TRACK,OK,30,30,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-0.05159999871,0.998679975033,0.000439999989,-0.676159983096,-0.676119983097,-0.292679992683,0.639719984007,0.729759981756,0.241359993966,0.000500063984998,0.0009991069700267,0.460671559179852,0.8875699443729,484.640024232,-173.5060086753,-438.0620219031,-0.103705357807518,0.115737471144302,-0.21944282895182,0.972479975688,-0.213839994654,-0.092679997683,-0.976479975588,0.154639996134,0.150239996244,2023-03-08 16:35:29.957089792
5,1678293329.95809,44993.482985625,1678293329.95809,44993.482985625,4123,1.35822722913205e+19,1,512,6,731522500,0.4,STORED,220,0,16,0,0,0,EN,EN,731522500.399998,YES,37058101,27,85,8,19,17.60000022,14.5599997088,14.7399997051999,14.8749997024999,12.300000615,12.4949997501,16.00300064012,13.48350053934,4.98800019952,3.32300013292,3.90600015624,3.9650001586,0.21350000854,0.61650002466,0.02450000098,0.02450000098,5.0225002009,15.5800006232,20.8025008321,18.95200075808,2.075000083,0.23800000952,1.50150006006,OFF,731522500.599998,3466.02004669898,-2548.40549257971,-5097.58798512058,5.50249442,4.793557285,1.352124495,4061.46793692659,1385.26195073689,-5106.72070466395,-0.88269167,7.55237873,1.353852065,YES,731522500,3462.71908686403,-2551.28053243596,-5098.39754508011,5.50484792,4.791991615,1.34798245,18.9257139072,19.8399996032,15,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,18.3779987747999,NOT_ACTIVE,NO,YES,-0.269206421615871,0.583100501337989,0.728446694431065,0.238510127729797,-0.00087955,-5.6435e-05,-0.00021297,YES,YES,YES,992,0,0.00150000006,18,9,15,AUTO,AUTO,AUTO,0.110163074707031,-0.943299294921874,0.0176534853515624,0.312632197753906,-0.0001074999957,-0.0003774999849,-0.001474999941,628,296,TRACK,OK,25,25,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-0.068839998279,0.997639975059,0.000359999991,-0.665919983352,-0.665959983351,-0.336239991594,0.628559984286,0.722599981935,0.287719992807,0.0005022489849325,0.0009980109700596,0.462612134121635,0.886560040403197,486.6660243333,-132.0640066032,-428.7040214352,-0.0951109911383868,0.115737471144302,-0.221161702285646,0.972479975688,-0.213839994654,-0.092679997683,-0.976679975583,0.153439996164,0.150039996249,2023-03-08 16:35:29.958089984
6,1678293329.96609,44993.4829857176,1678293329.96609,44993.4829857176,4124,1.35822722913205e+19,1,512,7,731522560,0.4,STORED,220,0,16,0,0,0,EN,EN,731522560.399997,YES,37058401,27,85,8,19,18.40000023,15.0349996992999,15.1349996973,15.2699996946,12.320000616,12.7799997444,16.45650065826,13.80350055214,4.98800019952,3.32300013292,3.90600015624,3.9650001586,0.20150000806,0.6225000249,0.02450000098,0.02450000098,5.0225002009,16.12700064508,21.23050084922,19.41150077646,1.72800006912,0.15850000634,0.68100002724,OFF,731522560.599997,3788.85649055716,-2256.32202718389,-5004.19306979033,5.2545992,4.9388456,1.75940904,3998.75622006217,1834.70526826473,-5013.20018933997,-1.20672875,7.422922015,1.761865875,YES,731522560,3785.70317071483,-2259.28460703576,-5005.24716973762,5.257203345,4.93747142,1.75533587,19.2914281855999,20.2085710243999,15,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,18.9389987374,NOT_ACTIVE,NO,YES,-0.281166768376664,0.554073124918537,0.746513314069733,0.238046324239073,-0.001151625,-0.00014161,-0.00035008,YES,YES,YES,992,0,0.00150000006,19,9,15,AUTO,AUTO,AUTO,0.137343344726562,-0.944311186035156,-0.0022495898437499,0.299011920410156,-0.0003449999862,-0.0005674999773,-0.0023074999077,928,268,TRACK,OK,21,21,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-0.089039997774,0.996039975099,0.000439999989,-0.654519983637,-0.654559983636,-0.378319990542,0.6159999846,0.713959982151,0.332879991678,0.000504430984867,0.0009969099700927,0.464550495063484,0.885545893433622,483.4520241726,-91.3160045658,-416.180020809,-0.0996946533619235,0.116883386700186,-0.229183111176835,0.972479975688,-0.213839994654,-0.092639997684,-0.976919975577,0.152239996194,0.149799996255,2023-03-08 16:35:29.966089984
7,1678293329.96809,44993.4829857407,1678293329.96809,44993.4829857407,4125,1.35822722913205e+19,1,512,8,731522620,0.4,STORED,220,0,16,0,0,0,EN,EN,731522620.399998,YES,37058701,27,85,7,18,18.40000023,15.4899996902,15.5299996893999,15.7049996858999,12.300000615,13.0599997387999,16.7725006709,14.00300056012,4.98800019952,3.32050013282,3.90600015624,3.9650001586,0.2075000083,0.70800002832,0.02450000098,0.02450000098,5.0225002009,15.9900006396,21.14900084596,19.7325007893,1.80300007212,0.12800000512,0.75950003038,OFF,731522620.599998,4096.09461519525,-1956.16406219179,-4886.60301566983,4.98277708,5.06261773,2.15820611,3916.7718041614,2275.30496623474,-4895.44113522793,-1.52481449,7.257742845,2.16138006,YES,731522620,4093.10189534489,-1959.20036203997,-4887.8916556054,4.9855802,5.06154403,2.15431126,19.7799996044,20.6971424432,14,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,21.9929985338,NOT_ACTIVE,NO,YES,-0.293077785138444,0.523754770524904,0.763370348732592,0.238855652222886,-0.00122191,-0.000142165,-0.0004418,YES,YES,YES,992,0,0.00150000006,20,8,15,AUTO,AUTO,AUTO,0.163535039550781,-0.944602298339843,-0.0228035146484375,0.283659635253906,-0.0003299999868,-0.0007274999709,-0.0014724999411,336,240,TRACK,OK,21,21,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-0.11239999719,0.993679975158,0.000479999988,-0.642119983947,-0.642199983945,-0.418639989534,0.602199984945,0.7039999824,0.376519990587,0.0005066099848016,0.0009958039701258,0.4664866320054,0.884527509464173,483.9380241969,-49.6220024811,-403.4980201749,-0.105424231141344,0.115737471144302,-0.233766773400372,0.972479975688,-0.213839994654,-0.092639997684,-0.977159975571,0.151079996223,0.149519996262,2023-03-08 16:35:29.968090112
8,1678293329.96909,44993.4829857523,1678293329.96909,44993.4829857523,4126,1.35822722913205e+19,1,512,9,731522680,0.4,STORED,220,0,16,0,0,0,EN,EN,731522680.399998,YES,37059001,27,85,7,18,19.20000024,15.9649996806999,16.0799996784,16.1399996772,12.300000615,13.3449997331,16.98950067958,14.00300056012,4.98800019952,3.32050013282,3.90600015624,3.96950015878,0.20150000806,0.6350000254,0.02450000098,0.02450000098,5.0225002009,15.97050063882,21.31200085248,19.91300079652,1.62450006498,0.1650000066,0.75950003038,OFF,731522680.599998,4386.30430068477,-1649.22049753897,-4745.37408273128,4.687453625,5.164895575,2.54707173,3815.89076920545,2704.92608475368,-4754.00056229996,-1.8361417,7.05729693,2.550948825,YES,731522680,4383.49134082542,-1652.31865738406,-4746.90176265489,4.690496205,5.16396452,2.543279545,20.2085710243999,21.0628567216,14,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,ATTITUDE_INVALID,25.2179983188,NOT_ACTIVE,NO,YES,-0.304367845912642,0.491963234160735,0.779153910916921,0.241353544672929,-0.00126206,-0.000175005,-0.00033245,YES,YES,YES,992,0,0.00100000004,21,6,16,AUTO,AUTO,AUTO,0.188586982910156,-0.944099771972656,-0.0447193505859375,0.266665990234375,-0.0005474999781,-0.0005974999761,-0.0011999999519999,360,228,TRACK,OK,25,25,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-0.138959996526,0.990279975243,0.000679999983,-0.629439984264,-0.628999984275,-0.456279988593,0.587719985307,0.692839982679,0.417799989555,0.0005087879847363,0.0009946929701592,0.468420537947383,0.883504890494852,471.7660235883,-10.620000531,-391.1480195574,-0.10714310447517,0.112872682254591,-0.230901984510662,0.972479975688,-0.213799994655,-0.092639997684,-0.977359975566,0.149959996251,0.149159996271,2023-03-08 16:35:29.969090048
