,time,bcnX,bcnY,bcnExp,calX,calY,calSetX,calSetY,calExp
0,0.655884,1264.78,1075,618640,1302.5,989.288,1303.05,989.135,10
1,1.41165,1264.78,1075,618640,1302.79,989.174,1303.05,989.135,10
2,2.26049,1264.78,1075,618640,1302.77,989.024,1303.05,989.135,10
3,3.01551,1264.78,1075,618640,1303.17,989.177,1303.05,989.135,10
