,C:\BCT\71sw0078_f_cosmos_click\outputs\logs\xb1_click\2022_09_06_16_28_37_tlm.bin,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TARGET,PACKET,PACKET_TIMESECONDS,PACKET_TIMEFORMATTED,RECEIVED_TIMESECONDS,RECEIVED_TIMEFORMATTED,RECEIVED_COUNT,SYNC,MSG_ID,LEN,SEQ,CCSDS_TAI_SECS,CCSDS_TAI_SUBSECS,CCSDS_REALTIME,GPS_TIME,GPS_POSITION_ECEF1,GPS_POSITION_ECEF2,GPS_POSITION_ECEF3,GPS_VELOCITY_ECEF1,GPS_VELOCITY_ECEF2,GPS_VELOCITY_ECEF3,MSG_RX_STATUS,AUX1_EVENT,AUX2_EVENT,AUX3_EVENT,DIG_FILT_EN,TRACKING_MODE,VERSION_BIT1,VERSION_BIT0,SOFTWARE_RESOURCE,EXT_OSC_LOCKED,CLOCK_MODEL,CLOCK_STEERING,POS_FIX,POS_SOL,ALMANAC_KNOWN,IMU_COMM,INS_RESET,JAMMER_DETECTED,ANT_GAIN_STATE,TRANSMIT_OVERRUN,INPUT_OVERRUN,LINK_OVERRUN,COM_BUF_OVERRUN,CPU_OVERLOAD,ANT_SHORT_CIRCUIT,ANT_OPEN_CIRCUIT,LNA_FAILURE,ANT_POWER_STATUS,VOLT_STATUS,TEMP_STATUS,ERROR_FLAG,MSG_SAT_PRN1,MSG_SAT_PRN2,MSG_SAT_PRN3,MSG_SAT_PRN4,MSG_SAT_PRN5,MSG_SAT_PSR1,MSG_SAT_PSR2,MSG_SAT_PSR3,MSG_SAT_PSR4,MSG_SAT_PSR5,MSG_SAT_DOPP1,MSG_SAT_DOPP2,MSG_SAT_DOPP3,MSG_SAT_DOPP4,MSG_SAT_DOPP5,MSG_SAT_CNO1,MSG_SAT_CNO2,MSG_SAT_CNO3,MSG_SAT_CNO4,MSG_SAT_CNO5,MSG_SAT_TRACK_STAT1,MSG_SAT_TRACK_STAT2,MSG_SAT_TRACK_STAT3,MSG_SAT_TRACK_STAT4,MSG_SAT_TRACK_STAT5,GPS_SOLUTION_TIME_TAG,GPS_CYCLES_SINCE_CRC_DATA,GPS_CYCLES_SINCE_LATEST_DATA,GPS_LOCK_COUNT,MSG_GPS_TEMP1,MSG_GPS_TEMP2,MSG_ANT_CURRENT,MSG_ANT_VOLTAGE,MSG_GPS_VOLTAGE_SUPPLY,MSG_GPS_VOLTAGE3P3,MSG_GPS_VOLTAGE1P8,MSG_GPS_VOLTAGE1P2,MSG_TRACKED_SATELLITES,MSG_USED_SATELLITES,GPS_HEALTH1_PACK,GPS_POS_LOCK,GPS_TIME_LOCK,MSG_DATA_VALID,GPS_NEW_DATA_RECEIVED,GPS_ENABLE,GPS_VALID,HEALTH1_PACK_SPARE1
2,UUT,GPS,1662496118,28:37.6,1662496118,28:37.6,1595,1.35823E+19,18,158,1,431809954,0.4,REALTIME,715806154,3644.104478,-2833.887258,-4987.674951,5.8870214,3.857004205,2.111221495,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,4,25,32,29,24,26107025,20194520,27551349,21980801,24825610,-6869,-13214,-32768,-26131,2710,39.1,35.8,32,34.3,33.9,671136772,671136804,939572324,939572356,671136932,549687869,2,2,1,19.29142819,20.20857102,0.012573434,5.118500205,3.234500129,3.233333495,1.82,1.2,13,13,198,YES,YES,NO,NO,YES,YES,0
3,UUT,GPS,1662496121,28:40.5,1662496121,28:40.5,1596,1.35823E+19,18,158,2,431815154,0,REALTIME,715811353,-460.685657,-4204.92179,-5319.516074,7.32810309,-0.374385035,-0.337944225,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,26,2,25,9,5,20981456,22402391,22739662,25204535,24851674,-19931,24819,29191,-9230,32767,42.2,52.3,40.9,45,49.8,671136772,671136804,939572292,939572324,939572388,1453718429,5,5,2,17.15428537,18.00857107,0.012695506,5.116500205,3.24650013,3.233333495,1.84,1.2,15,15,198,YES,YES,NO,NO,YES,YES,0
4,UUT,GPS,1662496122,28:41.5,1662496122,28:41.5,1597,1.35823E+19,18,158,3,431815155,0,REALTIME,715811354,-453.3573373,-4205.29407,-5319.850534,7.3285838,-0.37019793,-0.331233905,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,26,2,25,9,22,20985252,22397671,22734109,25206294,25633737,-19966,24790,29172,-9256,-28995,42.3,52.3,40.8,45,31.6,671136772,671136804,939572292,939572324,671134852,1454718429,5,5,2,17.15428537,18.00857107,0.012817578,5.110500204,3.25050013,3.233333495,1.82,1.2,16,16,198,YES,YES,NO,NO,YES,YES,0
5,UUT,GPS,1662496122,28:42.5,1662496122,28:42.5,1598,1.35823E+19,18,158,4,431815156,0,REALTIME,715811355,-446.0283977,-4205.66217,-5320.178854,7.329126435,-0.365891645,-0.32442761,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,26,2,25,9,5,20989055,22392957,22728560,25208058,24836677,-20002,24760,29153,-9283,32767,42,52.3,40.6,44.8,49.8,671136772,671136804,939572292,939572324,939572388,1455718428,5,5,2,17.15428537,18.00857107,0.012695506,5.108500204,3.25050013,3.233333495,1.82,1.2,15,15,198,YES,YES,NO,NO,YES,YES,0
6,UUT,GPS,1662496123,28:43.5,1662496123,28:43.5,1599,1.35823E+19,18,158,5,431815157,0,REALTIME,715811356,-438.6990581,-4206.02599,-5320.499814,7.329619235,-0.361710585,-0.317786145,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,26,2,25,9,22,20992864,22388248,22723014,25209827,25644773,-20036,24730,29134,-9309,-28996,42.1,52.2,40.9,44.8,30.9,671136772,671136804,939572292,939572324,671134852,1456718427,5,5,2,17.15428537,18.00857107,0.012573434,5.110500204,3.24650013,3.233333495,1.82,1.2,16,16,198,YES,YES,NO,NO,YES,YES,0
7,UUT,GPS,1662496125,28:44.5,1662496125,28:44.5,1600,1.35823E+19,18,158,6,431815158,0,REALTIME,715811357,-431.3691784,-4206.38561,-5320.814374,7.330122475,-0.35745944,-0.31094405,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,26,2,25,9,5,20996681,22383545,22717472,25211601,24821689,-20072,24700,29115,-9336,32767,42.2,52.3,41.1,44.9,49.8,671136772,671136804,939572292,939572324,939572388,1457718427,5,5,2,17.15428537,18.00857107,0.012573434,5.110500204,3.24800013,3.233333495,1.82,1.2,15,15,198,YES,YES,NO,NO,YES,YES,0
8,UUT,GPS,1662496125,28:45.5,1662496125,28:45.5,1601,1.35823E+19,18,158,7,431815159,0,REALTIME,715811358,-424.0388788,-4206.74093,-5321.121554,7.33058619,-0.35322912,-0.304185845,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,26,2,25,9,22,21000504,22378848,22711933,25213380,25655808,-20107,24670,29096,-9362,-28995,42.3,52.3,41,44.7,30.8,671136772,671136804,939572292,939572324,671134852,1458718426,5,5,2,17.15428537,18.00857107,0.012695506,5.112500205,3.24400013,3.233333495,1.82,1.2,16,16,198,YES,YES,NO,NO,YES,YES,0
9,UUT,GPS,1662496126,28:46.5,1662496126,28:46.5,1602,1.35823E+19,18,158,8,431815160,0,REALTIME,715811359,-416.7080392,-4207.09207,-5321.422454,7.331071955,-0.349018865,-0.29744785,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,26,2,25,9,22,21004333,22374156,22706398,25215164,25661326,-20143,24639,29077,-9389,-28996,42.3,52.2,41.1,44.7,31.6,671136772,671136804,939572292,939572324,671134852,1459718425,5,5,2,17.15428537,18.00857107,0.012573434,5.116500205,3.24300013,3.233333495,1.82,1.2,17,16,198,YES,YES,NO,NO,YES,YES,0
