,BUS CCSDS_TAI_SEC,PL UNIX TIME,PL UTC TIME,APID_VALID,CRC_VALID,FPGA_COUNTER,0,1,2,3,4,32,33,34,35,36,37,38,47,48,53,54,57,60,61,62,63,96,97,200,201,202,203,204,205,300,301,302,303,602,603,604,605,606,607,608,609,610,611,DAC_1_A,DAC_1_B,DAC_1_C,DAC_1_D,DAC_2_A,DAC_2_B,DAC_2_C,DAC_2_D
0,720260290,720260246,2022-10-28 08:17:28 UTC,1,1,0,0,0,0,0,0,0,85,0,0,0,0,0,0,2,164,9,0,2,0,0,65,0,3,7.696203708648682,8.098761558532715,8.12246322631836,7.483360767364502,9.048651695251465,5.90483283996582,0.0127524752169847,0.0326782166957855,0.0438366346061229,0.1283217817544937,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
1,720260292,720260251,2022-10-28 08:17:33 UTC,1,1,1,0,0,0,0,0,0,85,0,0,0,0,0,0,2,3,9,0,2,0,0,65,0,3,7.696203708648682,8.193580627441406,8.146166801452637,7.412455081939697,9.024858474731444,5.857873916625977,0.0135495048016309,0.040648516267538,0.058183167129755,0.0358663350343704,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
2,720260297,720260256,2022-10-28 08:17:38 UTC,1,1,2,0,0,0,0,0,0,85,0,0,0,0,0,0,2,145,9,0,2,0,0,65,0,3,7.601583480834961,8.07506275177002,8.264719009399414,7.412455081939697,8.929708480834961,5.857873916625977,0.0446336641907691,0.0255049504339694,0.0526039600372314,0.0350693054497242,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
3,720260302,720260261,2022-10-28 08:17:43 UTC,1,1,3,0,0,0,0,0,0,85,0,0,0,0,0,0,2,59,9,0,2,0,0,65,0,3,7.648889064788818,8.07506275177002,8.24100399017334,7.459722995758057,8.787054061889648,5.787452697753906,0.0318811871111393,0.0071732671931385,0.0669504925608635,0.0757178217172622,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
4,720260307,720260266,2022-10-28 08:17:48 UTC,1,1,4,0,0,0,0,0,0,85,0,0,0,0,0,0,2,80,9,0,2,0,0,65,0,3,7.696203708648682,8.00398063659668,8.146166801452637,7.365196704864502,8.858370780944824,5.834397792816162,0.0071732671931385,0.0079702967777848,0.0781089141964912,0.0924554467201232,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
5,720260312,720260271,2022-10-28 08:17:53 UTC,1,1,5,0,0,0,0,0,0,85,0,0,0,0,0,0,2,251,9,0,2,0,0,65,0,3,7.601583480834961,8.07506275177002,8.454526901245117,7.341570854187012,8.953492164611816,5.763983726501465,0.0207227729260921,0.0023910892195999,0.0526039600372314,0.0709356442093849,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
6,720260317,720260276,2022-10-28 08:17:58 UTC,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,72,9,0,2,0,0,65,0,3,7.648889064788818,8.098761558532715,8.24100399017334,7.388824939727783,8.953492164611816,5.787452697753906,0.0462277233600616,0.0127524752169847,0.0502128712832927,0.001594059402123,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
7,720260322,720260281,2022-10-28 08:18:03 UTC,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53,9,0,2,0,0,65,0,2,7.577934265136719,8.00398063659668,8.217290878295898,7.388824939727783,8.929708480834961,5.763983726501465,0.010361386463046,0.0175346527248621,0.058183167129755,0.001594059402123,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
8,720260327,720260286,2022-10-28 08:18:08 UTC,1,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,28,132,9,248,28,255,255,65,0,2,7.50700044631958,7.980291843414307,8.24100399017334,7.412455081939697,8.882147789001465,5.834397792816162,0.0159405935555696,0.0071732671931385,0.0709356442093849,0.001594059402123,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
9,720260332,720260291,2022-10-28 08:18:13 UTC,1,1,9,7,0,0,0,0,0,0,0,0,0,0,0,0,2,105,9,248,2,255,255,65,0,3,7.577934265136719,7.909237861633301,8.264719009399414,7.365196704864502,8.905926704406738,5.810924053192139,0.0183316823095083,0.023910891264677,0.0557920783758163,0.0007970297010615,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
10,720260337,720260297,2022-10-28 08:18:19 UTC,1,1,10,7,0,0,0,0,0,0,85,0,0,0,0,0,2,82,9,248,2,255,255,97,0,3,7.50700044631958,7.980291843414307,8.359603881835938,7.317947864532471,8.810824394226074,5.787452697753906,0.0055792080238461,0.001594059402123,0.3044653534889221,0.001594059402123,0,2,0,-1000.0,-100.0,-100.0,0,8,0,-1000.0,0,0,0,0,0,0,0,0
11,720260342,720260301,2022-10-28 08:18:23 UTC,1,1,11,7,4,128,0,0,0,0,15,0,85,0,0,0,2,239,9,248,2,255,255,97,6,222,7.50700044631958,8.051366806030273,8.264719009399414,7.365196704864502,8.834595680236816,5.787452697753906,0.0534009896218776,0.0031881188042461,0.058183167129755,0.0007970297010615,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
12,720260347,720260306,2022-10-28 08:18:28 UTC,1,1,12,7,4,128,0,0,0,0,15,0,85,0,0,0,2,123,9,248,2,255,255,97,5,221,7.459722995758057,7.980291843414307,8.24100399017334,7.247091770172119,8.858370780944824,5.740517139434815,0.0812970325350761,0.0175346527248621,0.0645594075322151,0.001594059402123,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
13,720260352,720260311,2022-10-28 08:18:33 UTC,1,1,13,7,5,0,0,0,0,0,15,0,85,0,0,0,2,211,9,248,2,255,255,97,5,175,7.530642509460449,7.885558128356934,8.312156677246094,7.247091770172119,8.882147789001465,5.763983726501465,0.082094058394432,0.0167376231402158,0.0446336641907691,0.001594059402123,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
14,720260357,720260316,2022-10-28 08:18:38 UTC,1,1,14,7,5,128,0,0,0,0,15,0,85,0,0,0,2,112,9,248,2,255,255,97,5,164,7.483360767364502,7.980291843414307,8.3358793258667,7.365196704864502,8.810824394226074,5.857873916625977,0.0900643542408943,0.0143465343862771,0.0621683150529861,0.001594059402123,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
15,720260362,720260321,2022-10-28 08:18:43 UTC,1,1,15,7,5,128,0,0,0,0,15,0,85,0,0,0,2,210,9,248,2,255,255,97,5,161,7.50700044631958,7.909237861633301,8.383331298828125,7.294326782226562,8.739521980285645,5.740517139434815,0.0797029733657836,0.0031881188042461,0.0366633646190166,0.001594059402123,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
16,720260367,720260326,2022-10-28 08:18:48 UTC,1,1,16,7,6,0,0,0,0,0,15,0,85,0,0,0,2,130,9,248,2,255,255,97,6,5,7.50700044631958,8.00398063659668,8.288436889648438,7.341570854187012,8.834595680236816,5.717052459716797,0.0789059400558471,0.0079702967777848,0.0446336641907691,0.001594059402123,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
17,720260372,720260331,2022-10-28 08:18:53 UTC,1,1,17,7,6,0,0,0,0,0,15,0,85,0,0,0,2,119,9,248,2,255,255,97,6,6,7.50700044631958,8.07506275177002,8.407060623168945,7.341570854187012,8.691998481750488,5.646673202514648,0.1060049533843994,0.0039851483888924,0.0366633646190166,0.0007970297010615,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
18,720260377,720260336,2022-10-28 08:18:58 UTC,1,1,18,7,6,128,0,0,0,0,15,0,85,0,0,0,2,191,9,248,2,255,255,97,6,133,7.459722995758057,7.932919979095459,8.288436889648438,7.43608808517456,8.763286590576172,5.740517139434815,0.0828910917043685,0.023910891264677,0.0350693054497242,0.001594059402123,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
19,720260382,720260341,2022-10-28 08:19:03 UTC,1,1,19,7,0,0,14,33,0,85,15,0,85,0,0,0,2,8,9,248,2,255,255,97,5,91,7.483360767364502,7.956604480743408,8.502001762390137,7.223477840423584,8.787054061889648,5.623218059539795,0.0725297033786773,0.0151435639709234,0.0334752462804317,0.2558465301990509,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
20,720260387,720260346,2022-10-28 08:19:08 UTC,1,1,20,7,5,110,14,33,0,85,85,0,85,0,0,0,2,71,9,248,2,255,255,97,5,116,7.341570854187012,7.885558128356934,8.3358793258667,7.152649879455566,8.787054061889648,5.717052459716797,0.1091930717229843,0.008767326362431,0.2383118867874145,0.2335297018289566,0,2,0,-1000.0,-4.400000095367432,-100.0,0,8,0,-1000.0,0,0,0,0,0,0,0,0
21,720260392,720260351,2022-10-28 08:19:13 UTC,1,1,21,7,5,113,14,33,0,85,85,0,85,0,0,0,2,206,9,248,2,255,255,97,5,118,7.388824939727783,7.814532279968262,8.407060623168945,7.365196704864502,8.71575927734375,5.6935906410217285,0.0980346500873565,0.010361386463046,0.2566435635089874,0.2733811736106872,0,2,0,-1000.0,-2.900000095367432,-100.0,0,8,0,-1000.0,0,0,0,0,0,0,0,0
22,720260397,720260356,2022-10-28 08:19:18 UTC,1,1,22,7,5,116,14,33,0,85,85,0,85,0,0,0,2,141,9,248,2,255,255,97,5,122,7.388824939727783,7.956604480743408,8.454526901245117,7.365196704864502,8.549487113952637,5.763983726501465,0.099628709256649,0.0167376231402158,0.2486732602119445,0.3156237602233886,0,2,0,-1000.0,-2.299999952316284,-100.0,0,8,0,-1000.0,0,0,0,0,0,0,0,0
23,720260402,720260361,2022-10-28 08:19:23 UTC,1,1,23,7,5,119,14,33,0,85,85,0,85,0,0,0,2,118,9,248,2,255,255,97,5,125,7.412455081939697,8.02767276763916,8.407060623168945,7.341570854187012,8.52574348449707,5.670130729675293,0.118757426738739,0.040648516267538,0.2821485102176666,0.2486732602119445,0,2,0,-1000.0,-2.0999999046325684,-100.0,0,8,0,-1000.0,0,0,0,0,0,0,0,0
24,720260407,720260366,2022-10-28 08:19:28 UTC,1,1,24,7,5,117,14,33,0,85,85,0,85,0,0,0,2,93,9,248,2,255,255,97,5,123,7.294326782226562,7.814532279968262,8.359603881835938,7.365196704864502,8.549487113952637,5.6935906410217285,0.1147722750902175,0.008767326362431,0.2486732602119445,0.1817227751016616,0,2,0,-1000.0,-2.200000047683716,-100.0,0,8,0,-1000.0,0,0,0,0,0,0,0,0
25,720260412,720260371,2022-10-28 08:19:33 UTC,1,1,25,7,5,117,14,33,0,85,85,0,85,0,0,0,2,209,9,248,2,255,255,97,5,124,7.388824939727783,8.00398063659668,8.454526901245117,7.058245658874512,8.502001762390137,5.670130729675293,0.1203514859080314,0.0318811871111393,0.2941039502620697,0.2104158401489257,0,2,0,-1000.0,-17.899999618530273,-100.0,0,8,0,-1000.0,0,0,0,0,0,0,0,0
26,720260417,720260376,2022-10-28 08:19:38 UTC,1,1,26,7,5,148,14,33,0,85,85,0,85,0,0,0,2,236,9,248,2,255,255,97,5,154,7.317947864532471,7.885558128356934,8.312156677246094,7.365196704864502,8.620732307434082,5.670130729675293,0.1115841567516326,0.0318811871111393,0.2725841701030731,0.2462821751832962,0,2,0,-1000.0,4.400000095367432,-100.0,0,8,0,-1000.0,0,0,0,0,0,0,0,0
27,720260422,720260381,2022-10-28 08:19:43 UTC,1,1,27,7,5,151,14,33,0,85,85,0,85,0,0,0,2,72,9,248,2,255,255,97,5,157,7.459722995758057,7.814532279968262,8.430792808532715,7.247091770172119,8.573233604431152,5.670130729675293,0.0980346500873565,0.0095643568783998,0.2438910901546478,0.3020742535591125,0,2,0,-1000.0,3.900000095367432,-100.0,0,8,0,-1000.0,0,0,0,0,0,0,0,0
28,720260427,720260386,2022-10-28 08:19:48 UTC,1,1,28,7,5,154,14,33,0,85,85,0,85,0,0,0,2,77,9,248,2,255,255,97,5,161,7.341570854187012,7.885558128356934,8.478262901306152,7.412455081939697,8.5969820022583,5.670130729675293,0.0876732692122459,0.0191287137567996,0.2741782069206238,0.3730098903179168,0,2,0,-1000.0,2.700000047683716,-100.0,0,8,0,-1000.0,0,0,0,0,0,0,0,0
29,720260432,720260391,2022-10-28 08:19:53 UTC,1,1,29,7,5,158,14,33,0,85,85,0,85,0,0,0,2,22,9,248,2,255,255,97,5,164,7.247091770172119,7.767193794250488,8.3358793258667,7.270708084106445,8.52574348449707,5.599765300750732,0.0980346500873565,0.0247079208493232,0.2733811736106872,0.2231683135032653,0,2,0,-1000.0,-0.5,-100.0,0,8,0,-1000.0,0,0,0,0,0,0,0,0
