,BUS CCSDS_TAI_SEC,PL UNIX TIME,PL UTC TIME,APID_VALID,CRC_VALID,FPGA_COUNTER,0,1,2,3,4,32,33,34,35,36,37,38,47,48,53,54,57,60,61,62,63,96,97,200,201,202,203,204,205,300,301,302,303,602,603,604,605,606,607,608,609,610,611,DAC_1_A,DAC_1_B,DAC_1_C,DAC_1_D,DAC_2_A,DAC_2_B,DAC_2_C,DAC_2_D
0,716663067,716663028,2022-09-16 17:03:50 UTC,1,1,13,0,0,0,0,0,0,85,0,0,0,0,0,0,2,98,9,0,2,0,0,65,0,2,7.129045486450195,7.483360767364502,7.648889064788818,7.058245658874512,7.247091770172119,6.304360866546631,0.0454306937754154,0.0884702950716018,0.0023910892195999,0.1785346567630767,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
1,716663072,716663033,2022-09-16 17:03:55 UTC,1,1,14,0,0,0,0,0,0,85,0,0,0,0,0,0,2,230,9,0,2,0,0,65,0,2,7.152649879455566,7.530642509460449,7.719864845275879,7.011057376861572,7.294326782226562,6.421997547149658,0.0693415850400924,0.084485150873661,0.0007970297010615,0.1482475250959396,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
2,716663077,716663038,2022-09-16 17:04:00 UTC,1,1,15,0,0,0,0,0,0,85,0,0,0,0,0,0,2,149,9,0,2,0,0,65,0,2,7.223477840423584,7.50700044631958,8.00398063659668,7.0346503257751465,7.19986629486084,6.257322788238525,0.0661534667015075,0.0940495058894157,0.001594059402123,0.2502673268318176,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
3,716663082,716663043,2022-09-16 17:04:05 UTC,1,1,16,0,0,0,0,0,0,85,0,0,0,0,0,0,2,83,9,0,2,0,0,65,0,2,7.105443000793457,7.530642509460449,7.861880302429199,7.0346503257751465,7.270708084106445,6.257322788238525,0.0948465317487716,0.0773118808865547,0.0023910892195999,0.0836881175637245,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
4,716663257,716663218,2022-09-16 17:07:00 UTC,1,1,51,0,0,0,0,0,0,85,0,0,0,0,0,0,2,13,9,0,2,0,0,65,0,2,7.554287433624268,8.217290878295898,8.644485473632812,7.412455081939697,7.672545433044434,7.152649879455566,0.1171633675694465,0.0781089141964912,0.001594059402123,0.2558465301990509,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
5,716663262,716663223,2022-09-16 17:07:05 UTC,1,1,52,0,0,0,0,0,0,85,0,0,0,0,0,0,2,17,9,0,2,0,0,65,0,2,7.554287433624268,8.146166801452637,8.644485473632812,7.459722995758057,7.838205337524414,7.058245658874512,0.1131782159209251,0.1004257425665855,0.001594059402123,0.1705643534660339,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
6,716663267,716663228,2022-09-16 17:07:10 UTC,1,1,53,0,0,0,0,0,0,85,0,0,0,0,0,0,2,43,9,0,2,0,0,65,0,2,7.577934265136719,8.264719009399414,8.787054061889648,7.50700044631958,7.672545433044434,7.105443000793457,0.1243366301059722,0.1123811900615692,0.001594059402123,0.1936782151460647,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
7,716663272,716663233,2022-09-16 17:07:15 UTC,1,1,54,0,0,0,0,0,0,85,0,0,0,0,0,0,2,223,9,0,2,0,0,65,0,2,7.554287433624268,8.146166801452637,8.739521980285645,7.50700044631958,7.696203708648682,7.129045486450195,0.1275247484445572,0.1131782159209251,0.001594059402123,0.2829455435276031,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
8,716663277,716663238,2022-09-16 17:07:20 UTC,1,1,55,0,0,0,0,0,0,85,0,0,0,0,0,0,2,228,9,0,2,0,0,65,0,2,7.625235080718994,8.12246322631836,8.810824394226074,7.672545433044434,7.767193794250488,7.247091770172119,0.0980346500873565,0.082094058394432,0.0023910892195999,0.2151980251073837,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
9,716663282,716663243,2022-09-16 17:07:25 UTC,1,1,56,0,0,0,0,0,0,85,0,0,0,0,0,0,2,215,9,0,2,0,0,65,0,2,7.625235080718994,8.169872283935547,8.882147789001465,7.696203708648682,7.767193794250488,7.129045486450195,0.0749207884073257,0.1147722750902175,0.001594059402123,0.0924554467201232,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
