,TIME,APID_VALID,CRC_VALID,FPGA_COUNTER,0,1,2,3,4,32,33,34,35,36,37,38,47,48,53,54,57,60,61,62,63,96,97,200,201,202,203,204,205,300,301,302,303,602,603,604,605,606,607,608,609,610,611,DAC_1_A,DAC_1_B,DAC_1_C,DAC_1_D,DAC_2_A,DAC_2_B,DAC_2_C,DAC_2_D,timestamp_
0,2021-11-02 11:33:00 -0600,1,1,0,0,0,0,0,0,0,85,0,0,0,0,0,0,2,188,9,0,2,0,0,65,0,2,26.05280494689941,26.07832908630371,26.23153114318848,25.72122573852539,26.28261947631836,25.925220489501957,0.0629653483629226,0.0079702967777848,0.0223168320953845,0.0773118808865547,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,2021-11-02 11:33:00-06:00
1,2021-11-02 11:33:05 -0600,1,1,1,0,0,0,0,0,0,85,0,0,0,0,0,0,2,148,9,0,2,0,0,65,0,2,26.05280494689941,26.20599174499512,26.154918670654297,25.67025375366211,26.28261947631836,25.797704696655277,0.0390544570982456,0.0167376231402158,0.0143465343862771,0.11636633425951,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,
2,2021-11-02 11:33:10 -0600,1,1,2,0,0,0,0,0,0,85,0,0,0,0,0,0,2,161,9,0,2,0,0,65,0,2,25.976245880126957,26.2570743560791,26.20599174499512,25.72122573852539,26.384828567504883,25.77220916748047,0.0326782166957855,0.0023910892195999,0.0255049504339694,0.1099900975823402,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,
3,2021-11-02 11:33:15 -0600,1,1,3,0,0,0,0,0,0,85,0,0,0,0,0,0,2,190,9,0,2,0,0,65,0,2,26.05280494689941,26.28261947631836,26.18045425415039,25.568340301513672,26.35927391052246,25.87420654296875,0.0781089141964912,0.0031881188042461,0.0438366346061229,0.1578118801116943,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,
4,2021-11-02 11:33:20 -0600,1,1,4,0,0,0,0,0,0,85,0,0,0,0,0,0,2,44,9,0,2,0,0,65,0,1,25.950733184814453,26.2570743560791,26.154918670654297,25.69573783874512,26.308168411254883,25.84870338439941,0.0661534667015075,0.0047821784391999,0.0247079208493232,0.1737524718046188,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,
5,2021-11-02 11:33:25 -0600,1,1,5,0,0,0,0,0,0,85,0,0,0,0,0,0,2,59,9,0,2,0,0,65,0,2,25.976245880126957,26.23153114318848,26.2570743560791,25.67025375366211,26.435949325561523,25.925220489501957,0.0342722758650779,0.0039851483888924,0.0191287137567996,0.1378861367702484,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,
6,2021-11-02 11:33:30 -0600,1,1,6,0,0,0,0,0,0,85,0,0,0,0,0,0,2,211,9,0,2,0,0,65,0,1,25.950733184814453,26.23153114318848,26.308168411254883,25.69573783874512,26.28261947631836,25.87420654296875,0.0573861375451087,0.0079702967777848,0.0023910892195999,0.0669504925608635,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,
7,2021-11-02 11:33:35 -0600,1,1,7,0,0,0,0,0,0,85,0,0,0,0,0,0,2,233,9,0,2,0,0,65,0,1,25.746715545654297,26.154918670654297,26.18045425415039,25.72122573852539,26.308168411254883,25.797704696655277,0.084485150873661,0.0023910892195999,0.0159405935555696,0.0836881175637245,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,
8,2021-11-02 11:33:40 -0600,1,1,8,0,0,0,0,0,0,85,0,0,0,0,0,0,2,233,9,0,2,0,0,65,0,1,26.05280494689941,26.2570743560791,26.384828567504883,25.797704696655277,26.384828567504883,25.950733184814453,0.0637623742222786,0.0023910892195999,0.0270990096032619,0.1450594067573547,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,
9,2021-11-02 11:33:45 -0600,1,1,9,0,0,0,0,0,0,85,0,0,0,0,0,0,2,124,9,0,2,0,0,65,0,1,26.07832908630371,26.53822326660156,26.563796997070312,25.69573783874512,26.35927391052246,25.89971351623535,0.0852821767330169,0.0159405935555696,0.0286930687725543,0.1068019792437553,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,
10,2021-11-02 11:33:50 -0600,1,1,10,0,0,0,0,0,0,85,0,0,0,0,0,0,2,134,9,0,2,0,0,65,0,2,26.02728271484375,26.308168411254883,26.64053726196289,25.69573783874512,26.35927391052246,25.89971351623535,0.065356433391571,0.0071732671931385,0.0031881188042461,0.0701386108994484,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,
11,2021-11-02 11:33:55 -0600,1,1,11,0,0,0,0,0,0,85,0,0,0,0,0,0,2,136,9,0,2,0,0,65,0,1,26.154918670654297,26.2570743560791,26.53822326660156,25.72122573852539,26.308168411254883,25.84870338439941,0.0797029733657836,0.008767326362431,0.0127524752169847,0.1299158483743667,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,
12,2021-11-02 11:34:00 -0600,1,1,12,0,0,0,0,0,15,15,15,15,15,15,15,0,2,5,9,0,2,0,0,97,0,40,26.07832908630371,26.28261947631836,26.614953994750977,25.69573783874512,26.435949325561523,25.87420654296875,0.0693415850400924,0.0023910892195999,0.0023910892195999,0.0023910892195999,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,
13,2021-11-02 11:34:05 -0600,1,1,13,0,0,0,0,0,15,15,15,15,15,15,15,0,2,9,9,0,2,0,0,97,0,5,26.12938499450684,26.35927391052246,26.64053726196289,25.797704696655277,26.435949325561523,25.87420654296875,0.0526039600372314,0.0023910892195999,0.0023910892195999,0.0023910892195999,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,
14,2021-11-02 11:34:10 -0600,1,1,14,0,0,0,0,0,15,15,15,15,15,15,15,0,2,20,9,0,2,0,0,97,0,3,26.12938499450684,26.410388946533203,26.66612243652344,25.746715545654297,26.46151351928711,25.950733184814453,0.0733267292380333,0.0031881188042461,0.001594059402123,0.001594059402123,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,
15,2021-11-02 11:34:15 -0600,1,1,15,0,0,0,0,0,15,15,15,15,15,15,15,0,2,228,9,0,2,0,0,97,0,2,26.103857040405277,26.33371925354004,26.76849174499512,25.72122573852539,26.410388946533203,25.950733184814453,0.0757178217172622,0.0023910892195999,0.0023910892195999,0.0023910892195999,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,
16,2021-11-02 11:34:20 -0600,1,1,16,0,0,0,0,0,15,15,15,15,15,15,15,0,2,210,9,0,2,0,0,97,0,2,26.12938499450684,26.35927391052246,26.64053726196289,25.619291305541992,26.384828567504883,25.950733184814453,0.0645594075322151,0.0023910892195999,0.0023910892195999,0.0023910892195999,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,
17,2021-11-02 11:34:25 -0600,1,1,17,0,0,0,0,0,15,15,15,15,15,15,15,0,2,19,9,0,2,0,0,97,0,2,26.12938499450684,26.28261947631836,26.69171142578125,25.84870338439941,26.384828567504883,25.925220489501957,0.0621683150529861,0.001594059402123,0.0023910892195999,0.001594059402123,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,
18,2021-11-02 11:34:30 -0600,1,1,18,0,0,0,0,0,15,15,15,15,15,15,15,0,2,163,9,0,2,0,0,97,0,2,26.12938499450684,26.46151351928711,26.742895126342773,25.82320213317871,26.384828567504883,26.05280494689941,0.0781089141964912,0.0023910892195999,0.001594059402123,0.001594059402123,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,
19,2021-11-02 11:34:35 -0600,1,1,19,0,0,0,0,0,15,15,15,15,15,15,15,0,2,155,9,0,2,0,0,97,0,2,26.12938499450684,26.384828567504883,26.819690704345703,25.82320213317871,26.46151351928711,25.976245880126957,0.0685445517301559,0.0023910892195999,0.0023910892195999,0.0023910892195999,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,
20,2021-11-02 11:34:40 -0600,1,1,20,0,0,0,0,0,15,15,15,15,15,15,15,0,2,205,9,0,2,0,0,97,0,1,26.28261947631836,26.48708152770996,26.819690704345703,25.87420654296875,26.384828567504883,25.950733184814453,0.0709356442093849,0.0374603942036628,0.0023910892195999,0.001594059402123,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,
21,2021-11-02 11:34:45 -0600,1,1,21,0,0,0,0,0,15,15,15,15,15,15,15,0,2,6,9,0,2,0,0,97,0,2,26.28261947631836,26.46151351928711,26.87090110778809,25.82320213317871,26.435949325561523,26.02728271484375,0.082094058394432,0.0023910892195999,0.0023910892195999,0.0023910892195999,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,
22,2021-11-02 11:34:50 -0600,1,1,22,0,0,0,0,0,15,15,15,15,15,15,15,0,2,212,9,0,2,0,0,97,0,1,26.23153114318848,26.53822326660156,26.845294952392575,25.77220916748047,26.35927391052246,25.976245880126957,0.0725297033786773,0.0023910892195999,0.0023910892195999,0.001594059402123,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,
23,2021-11-02 11:34:55 -0600,1,1,23,0,0,0,0,0,15,15,15,15,15,15,15,0,2,207,9,0,2,0,0,97,0,1,26.28261947631836,26.589374542236328,26.947736740112305,25.84870338439941,26.51264953613281,25.976245880126957,0.0709356442093849,0.0023910892195999,0.0023910892195999,0.0023910892195999,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,
24,2021-11-02 11:35:00 -0600,1,1,24,0,0,0,0,0,15,15,15,15,15,15,15,0,2,205,9,0,2,0,0,97,0,1,26.18045425415039,26.48708152770996,26.87090110778809,25.77220916748047,26.51264953613281,26.103857040405277,0.0693415850400924,0.0039851483888924,0.0023910892195999,0.0023910892195999,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,
