,UUT GPS PACKET_TIMESECONDS,UUT GPS PACKET_TIMEFORMATTED,UUT GPS RECEIVED_TIMESECONDS,UUT GPS RECEIVED_TIMEFORMATTED,UUT GPS RECEIVED_COUNT,UUT GPS SYNC,UUT GPS MSG_ID,UUT GPS LEN,UUT GPS SEQ,UUT GPS CCSDS_TAI_SECS,UUT GPS CCSDS_TAI_SUBSECS,UUT GPS CCSDS_REALTIME,UUT GPS GPS_TIME,UUT GPS GPS_POSITION_ECEF1,UUT GPS GPS_POSITION_ECEF2,UUT GPS GPS_POSITION_ECEF3,UUT GPS GPS_VELOCITY_ECEF1,UUT GPS GPS_VELOCITY_ECEF2,UUT GPS GPS_VELOCITY_ECEF3,UUT GPS MSG_RX_STATUS,UUT GPS AUX1_EVENT,UUT GPS AUX2_EVENT,UUT GPS AUX3_EVENT,UUT GPS DIG_FILT_EN,UUT GPS TRACKING_MODE,UUT GPS VERSION_BIT1,UUT GPS VERSION_BIT0,UUT GPS SOFTWARE_RESOURCE,UUT GPS EXT_OSC_LOCKED,UUT GPS CLOCK_MODEL,UUT GPS CLOCK_STEERING,UUT GPS POS_FIX,UUT GPS POS_SOL,UUT GPS ALMANAC_KNOWN,UUT GPS IMU_COMM,UUT GPS INS_RESET,UUT GPS JAMMER_DETECTED,UUT GPS ANT_GAIN_STATE,UUT GPS TRANSMIT_OVERRUN,UUT GPS INPUT_OVERRUN,UUT GPS LINK_OVERRUN,UUT GPS COM_BUF_OVERRUN,UUT GPS CPU_OVERLOAD,UUT GPS ANT_SHORT_CIRCUIT,UUT GPS ANT_OPEN_CIRCUIT,UUT GPS LNA_FAILURE,UUT GPS ANT_POWER_STATUS,UUT GPS VOLT_STATUS,UUT GPS TEMP_STATUS,UUT GPS ERROR_FLAG,UUT GPS MSG_SAT_PRN1,UUT GPS MSG_SAT_PRN2,UUT GPS MSG_SAT_PRN3,UUT GPS MSG_SAT_PRN4,UUT GPS MSG_SAT_PRN5,UUT GPS MSG_SAT_PSR1,UUT GPS MSG_SAT_PSR2,UUT GPS MSG_SAT_PSR3,UUT GPS MSG_SAT_PSR4,UUT GPS MSG_SAT_PSR5,UUT GPS MSG_SAT_DOPP1,UUT GPS MSG_SAT_DOPP2,UUT GPS MSG_SAT_DOPP3,UUT GPS MSG_SAT_DOPP4,UUT GPS MSG_SAT_DOPP5,UUT GPS MSG_SAT_CNO1,UUT GPS MSG_SAT_CNO2,UUT GPS MSG_SAT_CNO3,UUT GPS MSG_SAT_CNO4,UUT GPS MSG_SAT_CNO5,UUT GPS MSG_SAT_TRACK_STAT1,UUT GPS MSG_SAT_TRACK_STAT2,UUT GPS MSG_SAT_TRACK_STAT3,UUT GPS MSG_SAT_TRACK_STAT4,UUT GPS MSG_SAT_TRACK_STAT5,UUT GPS GPS_SOLUTION_TIME_TAG,UUT GPS GPS_CYCLES_SINCE_CRC_DATA,UUT GPS GPS_CYCLES_SINCE_LATEST_DATA,UUT GPS GPS_LOCK_COUNT,UUT GPS MSG_GPS_TEMP1,UUT GPS MSG_GPS_TEMP2,UUT GPS MSG_ANT_CURRENT,UUT GPS MSG_ANT_VOLTAGE,UUT GPS MSG_GPS_VOLTAGE_SUPPLY,UUT GPS MSG_GPS_VOLTAGE3P3,UUT GPS MSG_GPS_VOLTAGE1P8,UUT GPS MSG_GPS_VOLTAGE1P2,UUT GPS MSG_TRACKED_SATELLITES,UUT GPS MSG_USED_SATELLITES,UUT GPS GPS_HEALTH1_PACK,UUT GPS GPS_POS_LOCK,UUT GPS GPS_TIME_LOCK,UUT GPS MSG_DATA_VALID,UUT GPS GPS_NEW_DATA_RECEIVED,UUT GPS GPS_ENABLE,UUT GPS GPS_VALID,UUT GPS HEALTH1_PACK_SPARE1,Unnamed: 97
0,1662740682.869343,2022/09/09 12:24:42.869,1662740682.869343,2022/09/09 12:24:42.869,820,13582272291320560583,18,158,1,716055916,0.2,REALTIME,716055916,79.930176003491,-4961.923031903836,-4643.2834878358135,6.10018357,2.85267131,-2.943667605,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,22,25,6,15,17,23667390,21120924,24241857,24078067,25565276,-1256,-20685,32767,-20211,30426,42.400000000000006,37.0,39.0,36.4,46.900000000000006,671136804,939572292,939572324,939572356,939572388,1362542790,1,1,1,15.628571116,16.6057139536,0.012573434128,5.10850020434,3.2480001299200003,3.233333495,1.82,1.2,15,15,246,YES,YES,YES,YES,YES,YES,0,
1,1662740683.8503711,2022/09/09 12:24:43.850,1662740683.8503711,2022/09/09 12:24:43.850,821,13582272291320560583,18,158,2,716055917,0.2,REALTIME,716055917,86.03051569847399,-4959.067692046603,-4646.224287688774,6.10047781,2.85808457,-2.93772973,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,22,25,6,15,17,23667631,21124863,24234817,24081914,25559486,-1284,-20718,32767,-20225,30424,42.3,36.9,38.5,36.7,46.900000000000006,671136804,939572292,939572324,939572356,939572388,1363542790,1,1,1,15.628571116,16.6057139536,0.01281757848,5.10850020434,3.24900012996,3.233333495,1.82,1.2,15,15,246,YES,YES,YES,YES,YES,YES,0,
2,1662740684.721395,2022/09/09 12:24:44.721,1662740684.721395,2022/09/09 12:24:44.721,822,13582272291320560583,18,158,3,716055918,0.2,REALTIME,716055918,92.131155393442,-4956.20695218964,-4649.159127542032,6.10078403,2.863407615,-2.9318846400000003,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,22,25,6,15,17,23667879,21128809,24227778,24085764,25553696,-1313,-20752,32767,-20239,30421,42.1,36.8,38.6,36.6,46.8,671136804,939572292,939572324,939572356,939572388,1364542790,1,1,1,15.628571116,16.6057139536,0.012695506304,5.11850020474,3.2480001299200003,3.233333495,1.82,1.2,15,15,246,YES,YES,YES,YES,YES,YES,0,
3,1662740685.7040792,2022/09/09 12:24:45.704,1662740685.7040792,2022/09/09 12:24:45.704,823,13582272291320560583,18,158,4,716055919,0.2,REALTIME,716055919,98.232115088394,-4953.340852332944,-4652.088067395584,6.101072425,2.868776025,-2.9259672,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,22,25,6,15,17,23668131,21132762,24220740,24089617,25547908,-1341,-20786,32767,-20253,30418,41.8,36.7,38.7,36.3,46.7,671136804,939572292,939572324,939572356,939572388,1365542789,1,1,1,15.628571116,16.6057139536,0.012695506304,5.11850020474,3.2440001297600003,3.233333495,1.82,1.2,15,15,246,YES,YES,YES,YES,YES,YES,0,
4,1662740686.687106,2022/09/09 12:24:46.687,1662740686.687106,2022/09/09 12:24:46.687,824,13582272291320560583,18,158,5,716055920,0.2,REALTIME,716055920,104.333174783341,-4950.467792476597,-4655.010727249452,6.10138684,2.874094735,-2.92009154,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,22,25,6,15,17,23668389,21136720,24213703,24093472,25542120,-1370,-20820,32767,-20267,30415,41.8,36.3,38.1,36.5,46.6,671136804,939572292,939572324,939572356,939572388,1366542789,1,1,1,15.628571116,16.6057139536,0.012695506304,5.1145002045800005,3.23800012952,3.233333495,1.82,1.2,14,14,246,YES,YES,YES,YES,YES,YES,0,
5,1662740687.6701329,2022/09/09 12:24:47.670,1662740687.6701329,2022/09/09 12:24:47.670,825,13582272291320560583,18,158,6,716055921,0.2,REALTIME,716055921,110.434714478264,-4947.590972620439,-4657.927807103598,6.10167345,2.879565865,-2.914114785,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,22,25,6,15,17,23668652,21140685,24206668,24097330,25536332,-1399,-20855,32767,-20282,30411,41.8,36.1,37.9,36.3,46.6,671136804,939572292,939572324,939572356,939572388,1367542789,1,1,1,15.628571116,16.6057139536,0.01281757848,5.10850020434,3.2430001297200004,3.26666683,1.8,1.2,14,14,246,YES,YES,YES,YES,YES,YES,0,
6,1662740688.6515698,2022/09/09 12:24:48.651,1662740688.6515698,2022/09/09 12:24:48.651,826,13582272291320560583,18,158,7,716055922,0.2,REALTIME,716055922,116.536514173174,-4944.708812764547,-4660.839006958037,6.101919915,2.884855235,-2.9081836,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,22,25,6,15,17,23668921,21144657,24199635,24101191,25530545,-1428,-20888,32767,-20296,30408,41.6,36.0,37.8,36.3,46.6,671136804,939572292,939572324,939572356,939572388,1368542788,1,1,1,15.628571116,16.6057139536,0.012573434128,5.11650020466,3.24900012996,3.233333495,1.8,1.2,14,14,246,YES,YES,YES,YES,YES,YES,0,
7,1662740689.634335,2022/09/09 12:24:49.634,1662740689.634335,2022/09/09 12:24:49.634,827,13582272291320560583,18,158,8,716055923,0.2,REALTIME,716055923,122.63859386807,-4941.821292908923,-4663.744266812775,6.10218444,2.89013861,-2.90232621,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,22,25,6,15,17,23669196,21148635,24192603,24105055,25524759,-1456,-20921,32767,-20309,30404,41.7,36.1,37.9,36.4,46.6,671136804,939572292,939572324,939572356,939572388,1369542788,1,1,1,15.628571116,16.6057139536,0.012695506304,5.11850020474,3.2455001298200004,3.233333495,1.82,1.2,14,14,246,YES,YES,YES,YES,YES,YES,0,
8,1662740690.614701,2022/09/09 12:24:50.614,1662740690.614701,2022/09/09 12:24:50.614,828,13582272291320560583,18,158,9,716055924,0.2,REALTIME,716055924,128.740953562952,-4938.928413053567,-4666.643626667807,6.102502705,2.895483285,-2.8964131,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,22,25,6,15,17,23669476,21152620,24185572,24108921,25518974,-1485,-20955,32767,-20323,30401,41.400000000000006,36.0,37.7,36.4,46.6,671136804,939572292,939572324,939572356,939572388,1370542788,1,1,1,15.628571116,16.6057139536,0.012451361952,5.10850020434,3.2505001300200003,3.233333495,1.84,1.2,14,14,246,YES,YES,YES,YES,YES,YES,0,
9,1662740691.607656,2022/09/09 12:24:51.607,1662740691.607656,2022/09/09 12:24:51.607,829,13582272291320560583,18,158,10,716055925,0.2,REALTIME,716055925,134.843573257821,-4936.030193198478,-4669.537066523135,6.102723835,2.900791685,-2.890470175,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,29,22,25,6,15,24688875,23669761,21156611,24178543,24112789,-23137,-1514,-20988,32767,-20337,28.3,41.6,36.3,37.7,36.4,671134724,671136804,939572292,939572324,939572356,1371542788,1,1,1,15.628571116,16.6057139536,0.01281757848,5.11650020466,3.25150013006,3.233333495,1.82,1.2,15,15,246,YES,YES,YES,YES,YES,YES,0,
