,UUT GPS PACKET_TIMESECONDS,UUT GPS PACKET_TIMEFORMATTED,UUT GPS RECEIVED_TIMESECONDS,UUT GPS RECEIVED_TIMEFORMATTED,UUT GPS RECEIVED_COUNT,UUT GPS SYNC,UUT GPS MSG_ID,UUT GPS LEN,UUT GPS SEQ,UUT GPS CCSDS_TAI_SECS,UUT GPS CCSDS_TAI_SUBSECS,UUT GPS CCSDS_REALTIME,UUT GPS GPS_TIME,UUT GPS GPS_POSITION_ECEF1,UUT GPS GPS_POSITION_ECEF2,UUT GPS GPS_POSITION_ECEF3,UUT GPS GPS_VELOCITY_ECEF1,UUT GPS GPS_VELOCITY_ECEF2,UUT GPS GPS_VELOCITY_ECEF3,UUT GPS MSG_RX_STATUS,UUT GPS AUX1_EVENT,UUT GPS AUX2_EVENT,UUT GPS AUX3_EVENT,UUT GPS DIG_FILT_EN,UUT GPS TRACKING_MODE,UUT GPS VERSION_BIT1,UUT GPS VERSION_BIT0,UUT GPS SOFTWARE_RESOURCE,UUT GPS EXT_OSC_LOCKED,UUT GPS CLOCK_MODEL,UUT GPS CLOCK_STEERING,UUT GPS POS_FIX,UUT GPS POS_SOL,UUT GPS ALMANAC_KNOWN,UUT GPS IMU_COMM,UUT GPS INS_RESET,UUT GPS JAMMER_DETECTED,UUT GPS ANT_GAIN_STATE,UUT GPS TRANSMIT_OVERRUN,UUT GPS INPUT_OVERRUN,UUT GPS LINK_OVERRUN,UUT GPS COM_BUF_OVERRUN,UUT GPS CPU_OVERLOAD,UUT GPS ANT_SHORT_CIRCUIT,UUT GPS ANT_OPEN_CIRCUIT,UUT GPS LNA_FAILURE,UUT GPS ANT_POWER_STATUS,UUT GPS VOLT_STATUS,UUT GPS TEMP_STATUS,UUT GPS ERROR_FLAG,UUT GPS MSG_SAT_PRN1,UUT GPS MSG_SAT_PRN2,UUT GPS MSG_SAT_PRN3,UUT GPS MSG_SAT_PRN4,UUT GPS MSG_SAT_PRN5,UUT GPS MSG_SAT_PSR1,UUT GPS MSG_SAT_PSR2,UUT GPS MSG_SAT_PSR3,UUT GPS MSG_SAT_PSR4,UUT GPS MSG_SAT_PSR5,UUT GPS MSG_SAT_DOPP1,UUT GPS MSG_SAT_DOPP2,UUT GPS MSG_SAT_DOPP3,UUT GPS MSG_SAT_DOPP4,UUT GPS MSG_SAT_DOPP5,UUT GPS MSG_SAT_CNO1,UUT GPS MSG_SAT_CNO2,UUT GPS MSG_SAT_CNO3,UUT GPS MSG_SAT_CNO4,UUT GPS MSG_SAT_CNO5,UUT GPS MSG_SAT_TRACK_STAT1,UUT GPS MSG_SAT_TRACK_STAT2,UUT GPS MSG_SAT_TRACK_STAT3,UUT GPS MSG_SAT_TRACK_STAT4,UUT GPS MSG_SAT_TRACK_STAT5,UUT GPS GPS_SOLUTION_TIME_TAG,UUT GPS GPS_CYCLES_SINCE_CRC_DATA,UUT GPS GPS_CYCLES_SINCE_LATEST_DATA,UUT GPS GPS_LOCK_COUNT,UUT GPS MSG_GPS_TEMP1,UUT GPS MSG_GPS_TEMP2,UUT GPS MSG_ANT_CURRENT,UUT GPS MSG_ANT_VOLTAGE,UUT GPS MSG_GPS_VOLTAGE_SUPPLY,UUT GPS MSG_GPS_VOLTAGE3P3,UUT GPS MSG_GPS_VOLTAGE1P8,UUT GPS MSG_GPS_VOLTAGE1P2,UUT GPS MSG_TRACKED_SATELLITES,UUT GPS MSG_USED_SATELLITES,UUT GPS GPS_HEALTH1_PACK,UUT GPS GPS_POS_LOCK,UUT GPS GPS_TIME_LOCK,UUT GPS MSG_DATA_VALID,UUT GPS GPS_NEW_DATA_RECEIVED,UUT GPS GPS_ENABLE,UUT GPS GPS_VALID,UUT GPS HEALTH1_PACK_SPARE1,Unnamed: 97
0,1662682190.0255811,2022/09/08 20:09:50.025,1662682190.0255811,2022/09/08 20:09:50.025,3260,13582272291320560583,18,158,1,432001223,0.4,REALTIME,715997423,4619.510189024479,-2074.137276293131,4518.959254052026,-0.12564328,6.6419787150000005,3.17062431,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,11,16,6,31,22,24968995,26530487,25597473,21177332,20591869,32767,-32768,32157,-6042,-15424,49.7,33.800000000000004,43.1,38.2,30.8,671136772,671136804,939572356,939572388,671136964,2840034502,2,2,20,17.4599996508,18.314285348,0.012573434128,5.11650020466,3.24900012996,3.233333495,1.82,1.2,14,14,198,YES,YES,NO,NO,YES,YES,0,
1,1662682190.994598,2022/09/08 20:09:50.994,1662682190.994598,2022/09/08 20:09:50.994,3261,13582272291320560583,18,158,2,432001224,0.4,REALTIME,715997424,4619.382109030883,-2067.493956625297,4522.1270338936365,-0.130569075,6.64455546,3.16484546,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,11,16,6,31,22,24961562,26536998,25591355,21178485,20594809,32767,-32768,32147,-6082,-15477,49.6,34.1,42.8,38.3,30.4,671136772,671136804,939572356,939572388,671136964,2841034502,2,2,20,17.4599996508,18.314285348,0.012451361952,5.11050020442,3.2480001299200003,3.233333495,1.82,1.2,14,14,198,YES,YES,NO,NO,YES,YES,0,
2,1662682191.966617,2022/09/08 20:09:51.966,1662682191.966617,2022/09/08 20:09:51.966,3262,13582272291320560583,18,158,3,432001225,0.4,REALTIME,715997425,4619.249129037532,-2060.847956957597,4525.289033735537,-0.135459885,6.647253905,3.15906086,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,11,16,6,31,22,24954129,26543508,25585238,21179647,20597760,32767,-32768,32138,-6122,-15534,49.5,34.9,42.6,38.5,29.6,671136772,671136804,939572356,939572388,671134916,2842034501,2,2,20,17.4599996508,18.314285348,0.01281757848,5.112500204500001,3.2440001297600003,3.233333495,1.82,1.2,14,14,198,YES,YES,NO,NO,YES,YES,0,
3,1662682192.947635,2022/09/08 20:09:52.947,1662682192.947635,2022/09/08 20:09:52.947,3263,13582272291320560583,18,158,4,432001226,0.4,REALTIME,715997426,4619.111129044431,-2054.199337290028,4528.445173577729,-0.14035264,6.649840230000001,3.153309625,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,11,16,6,31,22,24946698,26550018,25579123,21180816,20600721,32767,-32768,32128,-6162,-15588,49.3,34.7,42.400000000000006,38.900000000000006,28.5,671136772,671136804,939572356,939572388,671134916,2843034501,2,2,20,17.4599996508,18.314285348,0.01281757848,5.10850020434,3.2440001297600003,3.233333495,1.82,1.2,14,14,198,YES,YES,NO,NO,YES,YES,0,
4,1662682193.9284952,2022/09/08 20:09:53.928,1662682193.9284952,2022/09/08 20:09:53.928,3264,13582272291320560583,18,158,5,432001227,0.4,REALTIME,715997427,4618.968269051575,-2047.547977622596,4531.595473420215,-0.145236715,6.65252504,3.147516875,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,11,16,6,31,4,24939267,26556526,25573010,21181992,27555071,32767,-32768,32118,-6202,8964,49.3,34.2,42.2,39.3,34.9,671136772,671136804,939572356,939572388,671136996,2844034500,2,2,20,17.4599996508,18.314285348,0.012573434128,5.11650020466,3.2505001300200003,3.233333495,1.8,1.2,13,13,198,YES,YES,NO,NO,YES,YES,0,
5,1662682195.009467,2022/09/08 20:09:55.009,1662682195.009467,2022/09/08 20:09:55.009,3265,13582272291320560583,18,158,6,432001228,0.4,REALTIME,715997428,4618.820729058952,-2040.894117955289,4534.740193262979,-0.150180635,6.655102385,3.1417156950000003,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,11,16,6,31,4,24931838,26563034,25566899,21183176,27553366,32767,-32768,32109,-6242,8962,49.1,34.6,41.900000000000006,39.7,35.6,671136772,671136804,939572356,939572388,671136996,2845034500,2,2,20,17.4599996508,18.314285348,0.012573434128,5.1145002045800005,3.24900012996,3.233333495,1.82,1.2,13,13,198,YES,YES,NO,NO,YES,YES,0,
6,1662682195.9804878,2022/09/08 20:09:55.980,1662682195.9804878,2022/09/08 20:09:55.980,3266,13582272291320560583,18,158,7,432001229,0.4,REALTIME,715997429,4618.668209066578,-2034.237658288112,4537.879073106034,-0.15502762,6.65772439,3.135912255,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,11,16,6,31,4,24924410,26569541,25560790,21184368,27551661,32767,-32768,32099,-6283,8959,49.1,34.5,42.0,40.1,35.6,671136772,671136804,939572356,939572388,671136996,2846034499,2,2,20,17.4599996508,18.314285348,0.012573434128,5.112500204500001,3.2440001297600003,3.233333495,1.82,1.2,13,13,198,YES,YES,NO,NO,YES,YES,0,
7,1662682196.963504,2022/09/08 20:09:56.963,1662682196.963504,2022/09/08 20:09:56.963,3267,13582272291320560583,18,158,8,432001230,0.4,REALTIME,715997430,4618.510829074447,-2027.5785786210656,4541.012172949379,-0.1599439,6.66033976,3.130092265,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,11,16,6,31,4,24916983,26576048,25554683,21185567,27549956,32767,-32768,32089,-6323,8956,48.7,34.7,41.7,40.2,35.5,671136772,671136804,939572356,939572388,671136996,2847034499,2,2,20,17.4599996508,18.314285348,0.012939650656,5.11050020442,3.23450012938,3.233333495,1.82,1.2,13,13,198,YES,YES,NO,NO,YES,YES,0,
8,1662682197.9462311,2022/09/08 20:09:57.946,1662682197.9462311,2022/09/08 20:09:57.946,3268,13582272291320560583,18,158,9,432001231,0.4,REALTIME,715997431,4618.348589082559,-2020.916938954148,4544.139452793016,-0.164853105,6.662894915,3.12432718,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,11,16,6,31,4,24909557,26582553,25548577,21186774,27548252,32767,-32768,32079,-6362,8953,48.6,34.9,41.3,40.5,35.5,671136772,671136804,939572356,939572388,671136996,2848034499,2,2,20,17.4599996508,18.314285348,0.012573434128,5.11650020466,3.23300012932,3.233333495,1.8,1.2,13,13,198,YES,YES,NO,NO,YES,YES,0,
9,1662682198.92725,2022/09/08 20:09:58.927,1662682198.92725,2022/09/08 20:09:58.927,3269,13582272291320560583,18,158,10,432001232,0.4,REALTIME,715997432,4618.181389090919,-2014.25269928736,4547.260952636941,-0.1696816,6.665483785,3.11851682,302022656,NO_EVENT,NO_EVENT,NO_EVENT,ENABLED,NORMAL,0,1,OK,UNLOCKED,OK,ENABLED,NOT_FIXED,OK,OK,OK,OK,DETECTED,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,11,16,6,31,4,24902133,26589057,25542474,21187989,27546549,32767,-32768,32069,-6403,8949,48.400000000000006,34.9,41.0,40.8,35.4,671136772,671136804,939572356,939572388,671136996,2849034498,2,2,20,17.4599996508,18.314285348,0.012573434128,5.1145002045800005,3.2455001298200004,3.233333495,1.82,1.2,13,13,198,YES,YES,NO,NO,YES,YES,0,
