,UUT_COMMAND_TLM_PACKET_TIMESECONDS,UUT_COMMAND_TLM_PACKET_TIMEFORMATTED,UUT_COMMAND_TLM_RECEIVED_TIMESECONDS,UUT_COMMAND_TLM_RECEIVED_TIMEFORMATTED,UUT_COMMAND_TLM_RECEIVED_COUNT,UUT_COMMAND_TLM_SYNC,UUT_COMMAND_TLM_MSG_ID,UUT_COMMAND_TLM_LEN,UUT_COMMAND_TLM_SEQ,UUT_COMMAND_TLM_CCSDS_TAI_SECS,UUT_COMMAND_TLM_CCSDS_TAI_SUBSECS,UUT_COMMAND_TLM_CCSDS_REALTIME,UUT_COMMAND_TLM_REALTIME_CMD_ACCEPT_COUNT,UUT_COMMAND_TLM_REALTIME_CMD_REJECT_COUNT,UUT_COMMAND_TLM_STORED_CMD_ACCEPT_COUNT,UUT_COMMAND_TLM_STORED_CMD_REJECT_COUNT,UUT_COMMAND_TLM_SEQUENCE_CMD_ACCEPT_COUNT,UUT_COMMAND_TLM_SEQUENCE_CMD_REJECT_COUNT,UUT_COMMAND_TLM_STORED_TIMED_CMDS_ENABLED,UUT_COMMAND_TLM_MACROS_ENABLED,UUT_TIME_TAI_SECONDS,UUT_TIME_TIME_VALID,UUT_CLOCK_SYNC_HR_RUN_COUNT,UUT_GENERAL_VOLUME_PERCENT_USED,UUT_GENERAL_MEM_TOTAL,UUT_GENERAL_MEM_FREE,UUT_GENERAL_MEM_AVAILABLE,UUT_ANALOGS_DET_TEMP,UUT_ANALOGS_MOTOR1_TEMP,UUT_ANALOGS_MOTOR2_TEMP,UUT_ANALOGS_MOTOR3_TEMP,UUT_ANALOGS_BATTERY_VOLTAGE,UUT_ANALOGS_BATTERY1_TEMP,UUT_ANALOGS_BUS_TEMP,UUT_ANALOGS_PAYLOAD_TEMP,UUT_ANALOGS_5V_MON,UUT_ANALOGS_3V3_MON,UUT_ANALOGS_V3_9V_MON,UUT_ANALOGS_V4_9V_MON,UUT_ANALOGS_5V_CURR_MON,UUT_ANALOGS_3V3_CURR_MON,UUT_ANALOGS_V3_9V_CURR_MON,UUT_ANALOGS_V4_9V_CURR_MON,UUT_ANALOGS_5V_AUX_MON,UUT_ANALOGS_VSOLAR_MON,UUT_ANALOGS_BB_TEMP_MON,UUT_ANALOGS_BUCK_TEMP_MON,UUT_ANALOGS_I_SOLAR_MON,UUT_ANALOGS_I_BAT1_MON,UUT_ANALOGS_I_CHG_MON,UUT_POWER_HEATER_STATUS1,UUT_REFS_TIME_NOW,UUT_REFS_POSITION_WRT_ECEF1,UUT_REFS_POSITION_WRT_ECEF2,UUT_REFS_POSITION_WRT_ECEF3,UUT_REFS_VELOCITY_WRT_ECEF1,UUT_REFS_VELOCITY_WRT_ECEF2,UUT_REFS_VELOCITY_WRT_ECEF3,UUT_REFS_POSITION_WRT_ECI1,UUT_REFS_POSITION_WRT_ECI2,UUT_REFS_POSITION_WRT_ECI3,UUT_REFS_VELOCITY_WRT_ECI1,UUT_REFS_VELOCITY_WRT_ECI2,UUT_REFS_VELOCITY_WRT_ECI3,UUT_REFS_REFS_VALID,UUT_GPS_GPS_TIME,UUT_GPS_GPS_POSITION_ECEF1,UUT_GPS_GPS_POSITION_ECEF2,UUT_GPS_GPS_POSITION_ECEF3,UUT_GPS_GPS_VELOCITY_ECEF1,UUT_GPS_GPS_VELOCITY_ECEF2,UUT_GPS_GPS_VELOCITY_ECEF3,UUT_GPS_MSG_GPS_TEMP1,UUT_GPS_MSG_GPS_TEMP2,UUT_GPS_MSG_USED_SATELLITES,UUT_GPS_GPS_POS_LOCK,UUT_GPS_GPS_TIME_LOCK,UUT_GPS_MSG_DATA_VALID,UUT_GPS_GPS_NEW_DATA_RECEIVED,UUT_GPS_GPS_ENABLE,UUT_GPS_GPS_VALID,UUT_ATT_CMD_ADCS_MODE,UUT_ATT_CMD_RECOMMEND_SUN_POINT,UUT_ATT_CMD_SUN_POINT_REASON,UUT_ATT_CTRL_SUN_POINT_ANGLE_ERROR,UUT_ATT_CTRL_SUN_POINT_STATE,UUT_ATT_CTRL_MOMENTUM_TOO_HIGH,UUT_ATT_CTRL_ATT_CTRL_ACTIVE,UUT_ATT_DET_Q_BODY_WRT_ECI1,UUT_ATT_DET_Q_BODY_WRT_ECI2,UUT_ATT_DET_Q_BODY_WRT_ECI3,UUT_ATT_DET_Q_BODY_WRT_ECI4,UUT_ATT_DET_BODY_RATE1,UUT_ATT_DET_BODY_RATE2,UUT_ATT_DET_BODY_RATE3,UUT_ATT_DET_MEAS_RATE_VALID,UUT_ATT_DET_MEAS_ATT_VALID,UUT_ATT_DET_ATTITUDE_VALID,UUT_ATT_DET_REINIT_COUNT,UUT_CSS_CSS_INVALID_COUNT,UUT_MOMENTUM_TOTAL_MOMENTUM_MAG,UUT_MOMENTUM_DUTY_CYCLE1,UUT_MOMENTUM_DUTY_CYCLE2,UUT_MOMENTUM_DUTY_CYCLE3,UUT_MOMENTUM_TORQUE_ROD_MODE1,UUT_MOMENTUM_TORQUE_ROD_MODE2,UUT_MOMENTUM_TORQUE_ROD_MODE3,UUT_TRACKER_ATTITUDE_ST1,UUT_TRACKER_ATTITUDE_ST2,UUT_TRACKER_ATTITUDE_ST3,UUT_TRACKER_ATTITUDE_ST4,UUT_TRACKER_RATE_EST1,UUT_TRACKER_RATE_EST2,UUT_TRACKER_RATE_EST3,UUT_TRACKER_PEAK_BCKGND_ALL_TRK_BLKS,UUT_TRACKER_MEDIAN_BCKGND_ALL_TRK_BLKS,UUT_TRACKER_OPERATING_MODE,UUT_TRACKER_ATT_STATUS,UUT_TRACKER_NUM_ATTITUDE_STARS,UUT_TRACKER_NUM_TRACK_STARS,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT1,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT2,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT4,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT5,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT6,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT7,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT8,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT9,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT10,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT13,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT14,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT15,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT16,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT17,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT18,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT19,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT20,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT21,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT22,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT23,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT29,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT30,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT37,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT38,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT40,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT41,UUT_EVENT_CHECK_CHECK_ENABLED_PACK_BIT42,UUT_EVENT_CHECK_LATCHED_RESP_FIRE_PACK_BIT1,UUT_EVENT_CHECK_LATCHED_RESP_FIRE_PACK_BIT2,UUT_EVENT_CHECK_LATCHED_RESP_FIRE_PACK_BIT13,UUT_EVENT_CHECK_LATCHED_RESP_FIRE_PACK_BIT14,UUT_EVENT_CHECK_LATCHED_RESP_FIRE_PACK_BIT15,UUT_REFS_NADIR_VECTOR_BODY1,UUT_REFS_NADIR_VECTOR_BODY2,UUT_REFS_NADIR_VECTOR_BODY3,UUT_REFS_MODELED_SUN_VECTOR_BODY1,UUT_REFS_MODELED_SUN_VECTOR_BODY2,UUT_REFS_MODELED_SUN_VECTOR_BODY3,UUT_REFS_MOON_VECTOR_BODY1,UUT_REFS_MOON_VECTOR_BODY2,UUT_REFS_MOON_VECTOR_BODY3,UUT_REFS_Q_ECEF_WRT_ECI1,UUT_REFS_Q_ECEF_WRT_ECI2,UUT_REFS_Q_ECEF_WRT_ECI3,UUT_REFS_Q_ECEF_WRT_ECI4,UUT_RW_DRIVE_FILTERED_SPEED_RPM1,UUT_RW_DRIVE_FILTERED_SPEED_RPM2,UUT_RW_DRIVE_FILTERED_SPEED_RPM3,UUT_IMU_IMU_AVG_VECTOR_BODY1_DPS,UUT_IMU_IMU_AVG_VECTOR_BODY2_DPS,UUT_IMU_IMU_AVG_VECTOR_BODY3_DPS,UUT_REFS_SUN_MODEL_VECTOR_ECI1,UUT_REFS_SUN_MODEL_VECTOR_ECI2,UUT_REFS_SUN_MODEL_VECTOR_ECI3,UUT_REFS_MOON_MODEL_VECTOR_ECI1,UUT_REFS_MOON_MODEL_VECTOR_ECI2,UUT_REFS_MOON_MODEL_VECTOR_ECI3,timestamp_
0,1678979355.17804,45001.4647590046,1678979355.17804,45001.4647590046,24371,1.35822722913205e+19,1,512,1,732294591,0.2,REALTIME,211,1,67,0,0,0,EN,EN,732294591.199998,YES,770299,26,85,17,19,9.60000012,6.6599998668,7.61999984759999,7.18999985619999,12.280000614,7.6649998467,7.41600029664,7.37100029484,4.98800019952,3.32050013282,3.89650015586,3.9600001584,0.2075000083,0.65300002612,0.02450000098,0.02450000098,5.02400020096,17.51300070052,12.82050051282,10.62650042506,2.31950009278,0.53100002124,1.16200004648,OFF,732294591.399998,179.389931030503,-4131.69259341536,-5216.03839919806,7.42572665,0.120548435,0.160612145,2832.479758376,-3002.47934987602,-5222.28849888556,5.74754883,5.16665309,0.147593195,YES,732294591,176.420491178975,-4131.74125341292,-5216.10145919491,7.425800385,0.118764575,0.157746335,10.3171426508,11.2942854884,15,YES,YES,YES,YES,YES,YES,FINE_REF_POINT,NO,BOOT,35.0009976666,NOT_ACTIVE,NO,YES,0.0404264551914708,0.699343208513135,0.50671898936562,0.502514282949714,-0.000968505,-0.00013906,0.00089128,YES,YES,YES,29,0,0.00150000006,19,8,11,AUTO,AUTO,AUTO,-0.354275050292968,-0.872460370117187,-0.0665380253906249,0.329961789550781,-0.0003424999862999,0.0007424999702999,-0.0010824999566999,312,252,TRACK,OK,34,35,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-0.054839998629,0.998479975038,-0.000599999985,-0.510479987238,-0.510159987246,0.692199982695,-0.31239999219,-0.870679978233,-0.379879990503,0.0003761209887163,0.0010530539684083,0.349915228502542,0.936780668896579,-7.2980003649,-751.9340375967,-522.540026127,-0.0819329622457187,0.10714310447517,-0.140947613373753,0.996839975079,-0.072839998179,-0.031559999211,0.265239993369,-0.851279978718,-0.452719988682,2023-03-16 15:09:15.178040064
1,1678979356.79672,45001.4647777315,1678979356.79672,45001.4647777315,24372,1.35822722913205e+19,1,512,2,732208211,0.6,STORED,160,1,33,0,0,0,EN,EN,732208211.599996,YES,338401,27,85,13,19,10.40000013,7.2349998553,8.2899998342,7.8199998436,12.280000614,8.2449998351,8.06600032264,7.79850031194,4.98800019952,3.32050013282,3.89650015586,3.9600001584,0.19550000782,0.65900002636,0.02450000098,0.02450000098,5.02400020096,17.49350069974,13.30350053214,11.18800044752,2.04700008188,0.46400001856,1.06700004268,OFF,732208211.799996,-248.279247586036,-4163.83105180843,-5190.34692048264,7.390948985,0.35734443,-0.64005028,2478.39019608048,-3346.66225266687,-5195.79316021032,5.66907594,5.212160985,-0.652893975,YES,732208211,-254.189867290506,-4164.11613179418,-5189.83214050838,7.39065241,0.353752525,-0.645699165,11.171428348,12.1485711856,15,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,BOOT,19.994998667,NOT_ACTIVE,NO,YES,0.0061975078760498,0.736384510772309,0.462026683259466,0.494197073116058,-0.001160175,-7.027e-05,0.000776335,YES,YES,YES,12,0,0.00200000008,22,10,9,AUTO,AUTO,AUTO,-0.369909501464843,-0.874485237304687,-0.0024659487304687,0.313745835449218,-0.0003474999860999,0.0006299999748,-0.000324999987,248,220,TRACK,OK,35,35,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-0.138999996525,0.990279975243,-0.000119999997,-0.522639986934,-0.522679986933,0.673519983162,-0.09239999769,-0.832519979187,-0.546199986345,0.000367797988966,0.001055732968328,0.342543941723681,0.939501111814965,122.2180061109,-793.8260396913,-484.6080242304,-0.0945380333604447,0.108289020031054,-0.148396064487001,0.995319975117,-0.088759997781,-0.038439999039,0.019159999521,-0.88839997779,-0.458679988533,2023-03-16 15:09:16.796720128
2,1678979356.89871,45001.464778912,1678979356.89871,45001.464778912,24373,1.35822722913205e+19,1,512,3,732208271,0.6,STORED,160,1,33,0,0,0,EN,EN,732208271.599997,YES,338701,27,85,12,19,10.40000013,7.3949998521,8.39999983199999,7.99999983999999,12.300000615,8.2449998351,8.33150033326,8.08850032354,4.98800019952,3.32050013282,3.89650015586,3.9600001584,0.20150000806,0.64700002588,0.02450000098,0.02450000098,5.02400020096,17.3375006935,13.32350053294,11.31200045248,1.89700007588,0.39650001586,1.00600004024,OFF,732208271.799997,195.543210222838,-4134.30541328471,-5216.11025919447,7.39738238,0.626427695,-0.218443825,2812.26327938682,-3026.07722869613,-5222.31331888432,5.45539235,5.469558615,-0.23081702,YES,732208271,189.628350518581,-4134.80451325976,-5215.93127920342,7.3975329,0.622877755,-0.224094765,11.3542854872,12.2714283259999,15,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,BOOT,19.994998667,NOT_ACTIVE,NO,YES,0.0085850668282986,0.717613262647734,0.498815524523689,0.485942933281141,-0.001123775,-9.449e-05,0.00077194,YES,YES,YES,12,0,0.00200000008,19,9,11,AUTO,AUTO,AUTO,-0.340374640625,-0.881785613769531,-0.0293625908203125,0.325172375488281,-0.0003049999877999,0.0005199999792,-0.0010849999565999,788,224,TRACK,OK,36,36,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-0.091559997711,0.995799975105,-0.000199999995,-0.542719986432,-0.542679986433,0.641079983973,-0.135759996606,-0.786879980328,-0.601959984951,0.0003701069888967,0.0010549259683522,0.344598404662047,0.938749502837514,63.6880031844,-751.3320375666,-517.6860258843,-0.0956839489163289,0.107716062253112,-0.150114937820827,0.995319975117,-0.088719997782,-0.038439999039,0.01839999954,-0.888639977784,-0.458279988543,2023-03-16 15:09:16.898710016
3,1678979357.12173,45001.4647814931,1678979357.12173,45001.4647814931,24374,1.35822722913205e+19,1,512,4,732208331,0.6,STORED,160,1,33,0,0,0,EN,EN,732208331.599997,YES,339001,27,85,12,19,11.20000014,7.549999849,8.5099998298,8.199999836,12.300000615,8.2649998347,8.37600033504,8.37600033504,4.98800019952,3.32050013282,3.89650015586,3.9600001584,0.21350000854,0.64100002564,0.02450000098,0.02450000098,5.02400020096,17.18100068724,13.44350053774,11.4975004599,1.90600007624,0.29900001196,1.05950004238,OFF,732208331.799997,638.747248062636,-4088.71687556414,-5216.54403917278,7.370488495,0.892627515,0.204243085,3132.51356337431,-2690.83906545804,-5223.47387882629,5.215268285,5.700513875,0.192400365,YES,732208331,632.850728357462,-4089.42953552851,-5216.70527916472,7.37105059,0.889105575,0.19864365,11.5371426264,12.4542854652,15,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,BOOT,19.994998667,NOT_ACTIVE,NO,YES,0.008153646336927,0.698408748031824,0.53334248433315,0.477183919456321,-0.001158745,0.000127405,0.000681355,YES,YES,YES,12,0,0.00150000006,17,8,11,AUTO,AUTO,AUTO,-0.310068986328124,-0.888466835449218,-0.0538152016601562,0.334047645996093,-0.0001374999945,0.0005149999793999,-5.99999975999999e-05,280,236,TRACK,OK,32,32,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-0.04959999876,0.998759975031,-0.000679999983,-0.56279998593,-0.562479985938,0.605719984857,-0.170959995726,-0.736559981586,-0.654439983639,0.0003724129888276,0.0010541139683765,0.346651219600463,0.937993401860197,18.6460009323,-696.5260348263,-546.7080273354,-0.096256906694271,0.118602260034012,-0.157563388934074,0.995319975117,-0.088719997782,-0.038439999039,0.017679999558,-0.888839977779,-0.457919988552,2023-03-16 15:09:17.121730048
4,1678979357.22573,45001.4647826968,1678979357.22573,45001.4647826968,24375,1.35822722913205e+19,1,512,5,732208391,0.6,STORED,160,1,33,0,0,0,EN,EN,732208391.599996,YES,339301,27,85,13,19,11.20000014,7.9349998413,8.63999982719999,8.37499983249999,12.300000615,8.3099998338,8.66100034644,8.81400035256,4.98550019942,3.32050013282,3.89650015586,3.9600001584,0.20150000806,0.64100002564,0.02450000098,0.02450000098,5.02400020096,16.98600067944,13.60350054414,11.68200046728,2.08450008338,0.38450001538,0.95450003818,OFF,732208391.799996,1079.33610603319,-4027.26817863658,-5191.62196041888,7.310289895,1.15489806,0.62600124,3437.58936812052,-2342.56798287159,-5199.24500003773,4.94984216,5.90381736,0.61474644,YES,732208391,1073.4878863256,-4028.19041859046,-5192.12228039387,7.311334195,1.151452605,0.62034372,11.7228569083999,12.6971426032,15,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,BOOT,33.8369977442,NOT_ACTIVE,NO,YES,0.0048813809023723,0.678536047429278,0.566109088177818,0.468065662638686,-0.00246065,0.0002023,0.00053649,YES,YES,YES,12,0,0.00150000006,15,8,11,AUTO,AUTO,AUTO,-0.278782825683593,-0.894767625976562,-0.0762319072265624,0.340381738281249,-0.000199999992,0.0002899999883999,-0.0018674999253,968,264,TRACK,OK,30,30,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-0.012879999678,0.999919975002,-0.000319999992,-0.582559985436,-0.582439985439,0.566919985827,-0.198439995039,-0.681679982958,-0.704199982395,0.0003747189887584,0.001053296968401,0.348702375538928,0.937232811883014,-60.6580030329,-639.8940319947,-577.2940288647,-0.165011840047321,0.127769584481085,-0.165011840047321,0.995319975117,-0.088719997782,-0.038439999039,0.017039999574,-0.888999977775,-0.45759998856,2023-03-16 15:09:17.225730048
5,1678979357.45073,45001.4647853009,1678979357.45073,45001.4647853009,24376,1.35822722913205e+19,1,512,6,732208451,0.6,STORED,160,1,33,0,0,0,EN,EN,732208451.599996,YES,339601,27,85,13,19,11.20000014,8.04499983909999,8.78999982419999,8.59499982809999,12.280000614,8.37499983249999,8.9225003569,9.03100036124,4.98800019952,3.32050013282,3.89650015586,3.9600001584,0.20150000806,0.62850002514,0.02450000098,0.02450000098,5.02400020096,16.8300006732,13.76350055054,11.86650047466,2.00000008,0.50050002002,1.00100004004,OFF,732208451.799996,1515.32508423374,-3950.2236624888,-5141.48334292582,7.217133115,1.412343055,1.04473161,3726.01507369923,-1982.94834085257,-5149.76266251185,4.660419215,6.07860589,1.0341193,YES,732208451,1509.55126452243,-3951.35244243236,-5142.3176628841,7.21858773,1.40894985,1.03922144,11.9657140463999,12.8828568851999,14,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,BOOT,31.3409979106,NOT_ACTIVE,NO,YES,-0.0006197669876046,0.65820398683592,0.59690798756184,0.458767851824642,-0.00102984,9.65e-06,0.000479355,YES,YES,YES,12,0,0.00150000006,13,7,14,AUTO,AUTO,AUTO,-0.247067420898437,-0.900530766113281,-0.09676703125,0.344438920898437,-6.24999975e-05,0.00024999999,-0.00199999992,328,272,TRACK,OK,33,33,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.019239999519,0.999799975005,-7.9999998e-05,-0.601639984959,-0.60159998496,0.525479986863,-0.219239994519,-0.62359998441,-0.750359981241,0.0003770219886893,0.0010524749684257,0.350751862477443,0.936467736905967,-51.3500025675,-588.9420294471,-603.0820301541,-0.0911002866927922,0.116310428922244,-0.169595502270858,0.995319975117,-0.088719997782,-0.038439999039,0.01639999959,-0.889159977771,-0.457319988567,2023-03-16 15:09:17.450729984
6,1678979357.45172,45001.4647853125,1678979357.45172,45001.4647853125,24377,1.35822722913205e+19,1,512,7,732208511,0.6,STORED,160,1,33,0,0,0,EN,EN,732208511.599996,YES,339901,27,85,13,19,11.20000014,8.2449998351,8.9649998207,8.8149998237,12.280000614,8.4399998312,9.16100036644,9.29050037162,4.98550019942,3.32050013282,3.89650015586,3.9600001584,0.20150000806,0.62850002514,0.02450000098,0.02450000098,5.02400020096,16.73200066928,13.94300055772,12.09100048364,1.9625000785,0.43950001758,1.02300004092,OFF,732208511.799996,1944.74448276277,-3857.90340710482,-5066.36730668162,7.091337785,1.66398651,1.458391025,3996.39088018044,-1613.72081931395,-5075.26280623684,4.34835176,6.223962055,1.448472765,YES,732208511,1939.07124304643,-3859.23468703825,-5067.53056662345,7.093206885,1.660698255,1.453047015,12.1485711856,13.0657140244,16,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,BOOT,28.3259981116,NOT_ACTIVE,NO,YES,-0.0081386873372262,0.637422282751554,0.625848530483029,0.449377538512449,-0.00116901,0.00013747,0.00050465,YES,NO,YES,12,0,0.00150000006,12,6,14,AUTO,AUTO,AUTO,0.0,0.0,0.0,1.0,0.0,0.0,0.0,880,524,STARID,BAD,5,4,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.047079998823,0.998879975028,0.000119999997,-0.619759984506,-0.619759984506,0.481439987964,-0.233919994152,-0.562919985927,-0.792719980182,0.0003793239886202,0.0010516479684505,0.352799670416009,0.935698179929053,-75.5960037798,-528.8480264424,-625.3520312676,-0.0956839489163289,0.122040006701665,-0.169595502270858,0.995319975117,-0.088719997782,-0.038439999039,0.015799999605,-0.889279977768,-0.457079988573,2023-03-16 15:09:17.451719936
7,1678979357.65677,45001.4647876852,1678979357.65677,45001.4647876852,24378,1.35822722913205e+19,1,512,8,732208571,0.6,STORED,160,1,33,0,0,0,EN,EN,732208571.599996,YES,340201,27,85,13,19,11.20000014,8.4399998312,9.1599998168,9.02999981939999,12.320000616,8.5299998294,9.33350037334,9.56950038278,4.98800019952,3.32300013292,3.89650015586,3.9600001584,0.19550000782,0.64100002564,0.02450000098,0.02450000098,5.02400020096,16.65400066616,14.1225005649,12.27400049096,1.925000077,0.50650002026,1.00100004004,OFF,732208571.799996,2365.64840171757,-3750.68647246566,-4966.62291166884,6.93342601,1.908847695,1.865122855,4247.40232762987,-1236.67759816611,-4976.09149119541,4.015162545,6.339123965,1.855946815,YES,732208571,2360.10272199485,-3752.21337238932,-4968.11615159417,6.935748585,1.905661215,1.859792215,12.3942854664,13.3685711611999,16,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,BOOT,25.0889983274,NOT_ACTIVE,NO,YES,-0.0174096231518075,0.616210815175783,0.65294046844119,0.440056633698867,-0.00105897,0.000177345,0.000388705,YES,NO,YES,12,0,0.00150000006,11,5,16,AUTO,AUTO,AUTO,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,STARID,BAD,2,5,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.070919998227,0.997479975063,0.000199999995,-0.636599984085,-0.636679984083,0.43519998912,-0.24319999392,-0.500279987493,-0.830999979225,0.0003816229885513,0.0010508159684755,0.354845790354625,0.934924143952274,-87.7100043855,-463.7900231895,-650.2520325126,-0.089954371136908,0.126050711147259,-0.174752122272337,0.995319975117,-0.088679997783,-0.038439999039,0.015279999618,-0.889399977765,-0.456879988578,2023-03-16 15:09:17.656770048
8,1678979357.76973,45001.4647889931,1678979357.76973,45001.4647889931,24379,1.35822722913205e+19,1,512,9,732208631,0.6,STORED,160,1,33,0,0,0,EN,EN,732208631.599996,YES,340501,27,85,13,19,12.00000015,8.68499982629999,9.3349998133,9.26999981459999,12.280000614,8.63999982719999,9.6975003879,9.9950003998,4.98800019952,3.32050013282,3.89650015586,3.9600001584,0.20150000806,0.6350000254,0.02450000098,0.02450000098,5.02400020096,16.43950065758,14.32100057284,12.4975004999,2.00000008,0.43350001734,0.94950003798,OFF,732208631.799996,2776.13808119308,-3629.00159854991,-4842.74239786286,6.74418772,2.14604348,2.262813405,4477.83239610836,-853.638457318075,-4852.73815736308,3.662519475,6.42360945,2.254424045,YES,732208631,2770.7418014629,-3630.71719846413,-4844.55069777245,6.74693642,2.14294698,2.257532805,12.6971426032,13.614285442,16,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,BOOT,21.809998546,NOT_ACTIVE,NO,YES,-0.0282141814357163,0.594550190108995,0.678347175933056,0.430765713884685,-0.001072725,-3.1425e-05,0.000349985,YES,NO,YES,12,0,0.00150000006,12,6,18,AUTO,AUTO,AUTO,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,STARID,BAD,0,5,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.091279997718,0.995839975104,0.000199999995,-0.652039983699,-0.652039983699,0.386839990329,-0.247839993804,-0.435919989102,-0.865159978371,0.0003839209884823,0.0010499789685006,0.356890212293293,0.93414563497563,-99.7340049867,-412.0580206029,-657.8620328931,-0.0911002866927922,0.114591555588417,-0.177616911162047,0.995319975117,-0.088679997783,-0.038439999039,0.01479999963,-0.889479977763,-0.456719988582,2023-03-16 15:09:17.769730048
9,1678979357.98374,45001.4647914699,1678979357.98374,45001.4647914699,24380,1.35822722913205e+19,1,512,10,732208691,0.6,STORED,160,1,33,0,0,0,EN,EN,732208691.599997,YES,340801,27,85,13,19,12.00000015,8.9649998207,9.56999980859999,9.56999980859999,12.280000614,8.749999825,10.01650040066,10.39600041584,4.98550019942,3.32050013282,3.89650015586,3.9600001584,0.18900000756,0.6225000249,0.02450000098,0.02450000098,5.02400020096,16.24400064976,14.55950058238,12.7600005104,2.00000008,0.3725000149,0.97900003916,OFF,732208691.799997,3174.34702128264,-3493.33050533346,-4695.3097452345,6.5243096,2.37483879,2.649707195,4686.55302567233,-466.461256676936,-4705.78424471077,3.291922675,6.47700736,2.64214563,YES,732208691,3169.12432154377,-3495.22700523864,-4697.42602512868,6.527391345,2.37189466,2.644627145,12.8828568851999,13.7971425812,16,YES,YES,NO,NO,YES,YES,FINE_REF_POINT,NO,BOOT,20.5739986284,NOT_ACTIVE,NO,YES,-0.0403524391929512,0.57233095805338,0.702160858456782,0.421638523567229,-0.001205445,0.00010657,0.000468595,YES,NO,YES,12,0,0.00150000006,11,5,18,AUTO,AUTO,AUTO,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,STARID,BAD,0,5,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.10839999729,0.994119975147,0.000319999992,-0.665879983353,-0.665839983354,0.336559991586,-0.248599993785,-0.370159990746,-0.895079977623,0.0003862169884134,0.0010491359685259,0.358932925232011,0.933362654999119,-103.1740051587,-358.8520179426,-673.4100336705,-0.0985487378060393,0.123185922257549,-0.1701684600488,0.995319975117,-0.088679997783,-0.03839999904,0.01439999964,-0.889559977761,-0.456639988584,2023-03-16 15:09:17.983740160
