,UUT COMMAND_TLM PACKET_TIMESECONDS,UUT COMMAND_TLM PACKET_TIMEFORMATTED,UUT COMMAND_TLM RECEIVED_TIMESECONDS,UUT COMMAND_TLM RECEIVED_TIMEFORMATTED,UUT COMMAND_TLM RECEIVED_COUNT,UUT COMMAND_TLM SYNC,UUT COMMAND_TLM MSG_ID,UUT COMMAND_TLM LEN,UUT COMMAND_TLM SEQ,UUT COMMAND_TLM CCSDS_TAI_SECS,UUT COMMAND_TLM CCSDS_TAI_SUBSECS,UUT COMMAND_TLM CCSDS_REALTIME,UUT COMMAND_TLM REALTIME_CMD_ACCEPT_COUNT,UUT COMMAND_TLM REALTIME_CMD_REJECT_COUNT,UUT COMMAND_TLM STORED_CMD_ACCEPT_COUNT,UUT COMMAND_TLM STORED_CMD_REJECT_COUNT,UUT COMMAND_TLM SEQUENCE_CMD_ACCEPT_COUNT,UUT COMMAND_TLM SEQUENCE_CMD_REJECT_COUNT,UUT TIME TAI_SECONDS,UUT TIME TIME_VALID,UUT GENERAL VOLUME_PERCENT_USED,UUT GENERAL MEM_TOTAL,UUT GENERAL MEM_FREE,UUT GENERAL MEM_AVAILABLE,UUT ANALOGS DET_TEMP,UUT ANALOGS MOTOR1_TEMP,UUT ANALOGS MOTOR2_TEMP,UUT ANALOGS MOTOR3_TEMP,UUT ANALOGS BATTERY_VOLTAGE,UUT ANALOGS BATTERY1_TEMP,UUT ANALOGS BUS_TEMP,UUT ANALOGS PAYLOAD_TEMP,UUT ANALOGS 5V_MON,UUT ANALOGS 3V3_MON,UUT ANALOGS V3_9V_MON,UUT ANALOGS V4_9V_MON,UUT ANALOGS 5V_CURR_MON,UUT ANALOGS 3V3_CURR_MON,UUT ANALOGS V3_9V_CURR_MON,UUT ANALOGS V4_9V_CURR_MON,UUT ANALOGS 5V_AUX_MON,UUT ANALOGS VSOLAR_MON,UUT ANALOGS BB_TEMP_MON,UUT ANALOGS BUCK_TEMP_MON,UUT ANALOGS I_SOLAR_MON,UUT ANALOGS I_BAT1_MON,UUT ANALOGS I_CHG_MON,UUT POWER HEATER_STATUS1,UUT REFS TIME_NOW,UUT REFS POSITION_WRT_ECEF1,UUT REFS POSITION_WRT_ECEF2,UUT REFS POSITION_WRT_ECEF3,UUT REFS VELOCITY_WRT_ECEF1,UUT REFS VELOCITY_WRT_ECEF2,UUT REFS VELOCITY_WRT_ECEF3,UUT REFS POSITION_WRT_ECI1,UUT REFS POSITION_WRT_ECI2,UUT REFS POSITION_WRT_ECI3,UUT REFS VELOCITY_WRT_ECI1,UUT REFS VELOCITY_WRT_ECI2,UUT REFS VELOCITY_WRT_ECI3,UUT REFS REFS_VALID,UUT GPS GPS_TIME,UUT GPS GPS_POSITION_ECEF1,UUT GPS GPS_POSITION_ECEF2,UUT GPS GPS_POSITION_ECEF3,UUT GPS GPS_VELOCITY_ECEF1,UUT GPS GPS_VELOCITY_ECEF2,UUT GPS GPS_VELOCITY_ECEF3,UUT GPS MSG_GPS_TEMP1,UUT GPS MSG_GPS_TEMP2,UUT GPS MSG_USED_SATELLITES,UUT GPS GPS_POS_LOCK,UUT GPS GPS_TIME_LOCK,UUT GPS MSG_DATA_VALID,UUT GPS GPS_NEW_DATA_RECEIVED,UUT GPS GPS_ENABLE,UUT GPS GPS_VALID,UUT ATT_CMD RECOMMEND_SUN_POINT,UUT ATT_CTRL SUN_POINT_ANGLE_ERROR,UUT ATT_CTRL SUN_POINT_STATE,UUT ATT_CTRL MOMENTUM_TOO_HIGH,UUT ATT_CTRL ATT_CTRL_ACTIVE,UUT ATT_DET Q_BODY_WRT_ECI1,UUT ATT_DET Q_BODY_WRT_ECI2,UUT ATT_DET Q_BODY_WRT_ECI3,UUT ATT_DET Q_BODY_WRT_ECI4,UUT ATT_DET BODY_RATE1,UUT ATT_DET BODY_RATE2,UUT ATT_DET BODY_RATE3,UUT ATT_DET MEAS_RATE_VALID,UUT ATT_DET MEAS_ATT_VALID,UUT ATT_DET ATTITUDE_VALID,UUT ATT_DET REINIT_COUNT,UUT CSS CSS_INVALID_COUNT,UUT MOMENTUM TOTAL_MOMENTUM_MAG,UUT MOMENTUM DUTY_CYCLE1,UUT MOMENTUM DUTY_CYCLE2,UUT MOMENTUM DUTY_CYCLE3,UUT MOMENTUM TORQUE_ROD_MODE1,UUT MOMENTUM TORQUE_ROD_MODE2,UUT MOMENTUM TORQUE_ROD_MODE3,UUT TRACKER ATTITUDE_ST1,UUT TRACKER ATTITUDE_ST2,UUT TRACKER ATTITUDE_ST3,UUT TRACKER ATTITUDE_ST4,UUT TRACKER RATE_EST1,UUT TRACKER RATE_EST2,UUT TRACKER RATE_EST3,UUT TRACKER PEAK_BCKGND_ALL_TRK_BLKS,UUT TRACKER MEDIAN_BCKGND_ALL_TRK_BLKS,UUT TRACKER OPERATING_MODE,UUT TRACKER ATT_STATUS,UUT TRACKER NUM_ATTITUDE_STARS,UUT TRACKER NUM_TRACK_STARS,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT1,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT2,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT4,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT5,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT6,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT7,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT8,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT9,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT10,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT13,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT14,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT15,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT16,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT17,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT18,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT19,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT20,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT21,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT22,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT23,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT29,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT30,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT37,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT38,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT40,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT41,UUT EVENT_CHECK CHECK_ENABLED_PACK_BIT42
66,1662579640,44811.65324,1662579640,44811.65324,5561,1.35823e+19,1,512,67,431898673,0.4,REALTIME,14,0,236,0,0,0,715894873.4,YES,25,85,8,19,16.80000021,14.35999971,14.8949997,14.25999971,12.28000061,12.16999976,14.14200057,10.43800042,4.9880002,3.320500133,3.906000156,3.965000159,0.207500008,0.647000026,0.024500001,0.024500001,5.022500201,15.73650063,18.59350074,16.69350067,2.328500093,0.128000005,1.469500059,OFF,715894873.6,39.74939801,-4227.715589,-5321.027214,7.325438515,0.450819165,-0.302568305,-4143.005193,-898.2857151,-5311.975194,1.995024235,-7.382209615,-0.306718875,YES,715894873,35.35389823,-4227.985269,-5320.845874,7.325405325,0.448267235,-0.3067185,17.39999965,18.31428535,15,YES,YES,NO,NO,YES,YES,NO,1.208999919,ON_SUN,NO,YES,0.514526377,0.24909775,-0.425569486,0.701500884,-0.00565571,-0.00562905,-0.00085383,YES,YES,YES,1,0,0.001,26,2,7,AUTO,AUTO,AUTO,0.977520478,0.005575022,0.187511203,0.096240237,-0.006575,-0.0016275,-0.0051725,428,160,TRACK,OK,20,20,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0
67,1662579641,44811.65325,1662579641,44811.65325,5562,1.35823e+19,1,512,68,431898674,0.4,REALTIME,14,0,236,0,0,0,715894874.4,YES,25,85,8,19,16.80000021,14.35999971,14.8949997,14.25999971,12.30000062,12.19499976,14.20200057,10.41700042,4.9880002,3.323000133,3.901500156,3.965000159,0.201500008,0.635000025,0.024500001,0.024500001,5.024000201,15.83400063,18.59350074,16.67350067,2.272500091,0.213500009,1.413500057,OFF,715894874.6,47.07483765,-4227.262629,-5321.326394,7.32544992,0.455080545,-0.295812105,-4141.007553,-905.6673547,-5312.278534,2.000268285,-7.38106774,-0.29997413,YES,715894874,42.67935787,-4227.534829,-5321.149374,7.325416335,0.452444325,-0.299735625,17.39999965,18.31428535,15,YES,YES,NO,NO,YES,YES,NO,1.145999924,ON_SUN,NO,YES,0.511245648,0.248510114,-0.426634703,0.703458173,-0.005690745,-0.005795205,-0.0009,YES,YES,YES,1,0,0.001,24,1,10,AUTO,AUTO,AUTO,0.977336086,0.006975024,0.18652982,0.099860648,-0.00677,-0.0016825,-0.00466,428,164,TRACK,OK,24,24,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0
68,1662579642,44811.65326,1662579642,44811.65326,5563,1.35823e+19,1,512,69,431898675,0.4,REALTIME,14,0,236,0,0,0,715894875.4,YES,25,85,8,19,16.80000021,14.35999971,14.9149997,14.25999971,12.30000062,12.16999976,14.20200057,10.45900042,4.9880002,3.320500133,3.901500156,3.965000159,0.207500008,0.635000025,0.024500001,0.024500001,5.024000201,15.81450063,18.61350074,16.69350067,2.206500088,0.140500006,1.455000058,OFF,715894875.6,54.40029728,-4226.805429,-5321.618834,7.325452715,0.459341355,-0.289055525,-4139.004653,-913.0478543,-5312.575134,2.00550981,-7.37991652,-0.293229,YES,715894875,50.0047975,-4227.080149,-5321.446054,7.325418005,0.45675855,-0.29306273,17.39999965,18.31428535,15,YES,YES,NO,NO,YES,YES,NO,1.139999924,ON_SUN,NO,YES,0.507928062,0.247962567,-0.427675165,0.705420131,-0.00580149,-0.005578865,-0.000972475,YES,YES,YES,1,0,0.001,27,2,12,AUTO,AUTO,AUTO,0.977140573,0.008513892,0.185506998,0.103493805,-0.00658,-0.001775,-0.0044075,428,164,TRACK,OK,25,25,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0
69,1662579643,44811.65327,1662579643,44811.65327,5564,1.35823e+19,1,512,70,431898676,0.4,REALTIME,14,0,236,0,0,0,715894876.4,YES,25,85,8,19,16.80000021,14.35999971,14.9149997,14.25999971,12.30000062,12.19499976,14.18200057,10.43800042,4.9880002,3.320500133,3.906000156,3.965000159,0.213500009,0.659000026,0.024500001,0.024500001,5.024000201,15.81450063,18.59350074,16.69350067,2.225500089,0.25050001,1.406500056,OFF,715894876.6,61.72573691,-4226.343949,-5321.904514,7.32544689,0.46360158,-0.282298585,-4136.996533,-920.427194,-5312.864994,2.01074879,-7.37875596,-0.28648351,YES,715894876,57.33019713,-4226.621289,-5321.735754,7.325469095,0.46101104,-0.286412995,17.39999965,18.31428535,15,YES,YES,NO,NO,YES,YES,NO,1.175999922,ON_SUN,NO,YES,0.504610062,0.247378258,-0.428731041,0.707362946,-0.00558407,-0.00572695,-0.00086767,YES,YES,YES,1,0,0.001,27,1,8,AUTO,AUTO,AUTO,0.976930056,0.009779591,0.184512183,0.107085383,-0.006615,-0.0016475,-0.00387,428,160,TRACK,OK,21,21,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0
70,1662579644,44811.65329,1662579644,44811.65329,5565,1.35823e+19,1,512,71,431898677,0.4,REALTIME,14,0,236,0,0,0,715894877.4,YES,25,85,8,19,16.80000021,14.35999971,14.9149997,14.27999971,12.28000061,12.19499976,14.18200057,10.48000042,4.9880002,3.320500133,3.901500156,3.965000159,0.219500009,0.641000026,0.024500001,0.024500001,5.024000201,15.77550063,18.63350075,16.71300067,2.357000094,0.219500009,1.413500057,OFF,715894877.6,69.05117655,-4225.878209,-5322.183434,7.325432455,0.467861225,-0.275541285,-4134.983153,-927.8053536,-5313.148094,2.015985225,-7.377586055,-0.27973765,YES,715894877,64.65559677,-4226.158129,-5322.018654,7.32539097,0.46530792,-0.27955356,17.39999965,18.31428535,15,YES,YES,NO,NO,YES,YES,NO,1.130999925,ON_SUN,NO,YES,0.501295841,0.246766377,-0.429799468,0.709282181,-0.005643185,-0.00579741,-0.000791665,YES,YES,YES,1,0,0.001,26,2,7,AUTO,AUTO,AUTO,0.976699139,0.011267104,0.183492722,0.110735116,-0.0066525,-0.0016,-0.0046,428,160,TRACK,OK,20,20,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0
71,1662579645,44811.6533,1662579645,44811.6533,5566,1.35823e+19,1,512,72,431898678,0.4,REALTIME,14,0,236,0,0,0,715894878.4,YES,25,85,8,19,16.80000021,14.35999971,14.9149997,14.27999971,12.32000062,12.19499976,14.18200057,10.43800042,4.9880002,3.323000133,3.901500156,3.965000159,0.219500009,0.647000026,0.024500001,0.024500001,5.024000201,15.81450063,18.61350074,16.69350067,2.159500086,0.158500006,1.443000058,OFF,715894878.6,76.37661618,-4225.408229,-5322.455594,7.325409405,0.472120285,-0.26878363,-4132.964553,-935.1823532,-5313.424474,2.021219115,-7.37640681,-0.27299143,YES,715894878,71.9809564,-4225.690789,-5322.294634,7.325375975,0.469511265,-0.272687165,17.39999965,18.31428535,15,YES,YES,NO,NO,YES,YES,NO,1.151999923,ON_SUN,NO,YES,0.497986982,0.24616944,-0.430823331,0.711196731,-0.005592145,-0.00565336,-0.00089824,YES,YES,YES,1,0,0.001,28,2,7,AUTO,AUTO,AUTO,0.976453106,0.012651327,0.182504263,0.114330525,-0.0065475,-0.00172,-0.00463,428,160,TRACK,OK,18,18,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0
72,1662579646,44811.65331,1662579646,44811.65331,5567,1.35823e+19,1,512,73,431898679,0.4,REALTIME,14,0,236,0,0,0,715894879.4,YES,25,85,8,19,16.80000021,14.35999971,14.9349997,14.27999971,12.30000062,12.19499976,14.18200057,10.45900042,4.9880002,3.320500133,3.901500156,3.965000159,0.213500009,0.641000026,0.024500001,0.024500001,5.024000201,15.83400063,18.63350075,16.71300067,2.225500089,0.24400001,1.438000058,OFF,715894879.6,83.70199581,-4224.933969,-5322.720994,7.32537774,0.47637875,-0.26202564,-4130.940733,-942.5581729,-5313.694074,2.026450435,-7.37521823,-0.266244875,YES,715894879,79.30629603,-4225.219189,-5322.563894,7.325379645,0.47381382,-0.26603208,17.39999965,18.31428535,15,YES,YES,NO,NO,YES,YES,NO,1.175999922,ON_SUN,NO,YES,0.494651071,0.245527144,-0.431858365,0.713116437,-0.00552339,-0.005815965,-0.000855115,YES,YES,YES,1,0,0.001,29,4,5,AUTO,AUTO,AUTO,0.97618373,0.014045623,0.181521067,0.117975199,-0.00671,-0.0016,-0.00319,428,160,TRACK,OK,14,14,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0
73,1662579647,44811.65332,1662579647,44811.65332,5568,1.35823e+19,1,512,74,431898680,0.4,REALTIME,14,0,236,0,0,0,715894880.4,YES,25,85,8,19,16.80000021,14.35999971,14.9349997,14.27999971,12.30000062,12.19499976,14.22150057,10.45900042,4.9880002,3.320500133,3.901500156,3.965000159,0.213500009,0.659000026,0.024500001,0.024500001,5.022500201,15.83400063,18.63350075,16.71300067,2.216000089,0.183000007,1.445500058,OFF,715894880.6,91.02735545,-4224.455469,-5322.979654,7.32533746,0.480636625,-0.255267315,-4128.911654,-949.9327925,-5313.956954,2.0316792,-7.374020305,-0.259497975,YES,715894880,86.63159567,-4224.743329,-5322.826374,7.32531494,0.47801708,-0.25917529,17.39999965,18.31428535,15,YES,YES,NO,NO,YES,YES,NO,1.19999992,ON_SUN,NO,YES,0.491335713,0.244838032,-0.432906304,0.715007446,-0.00549346,-0.00582837,-0.00082626,YES,YES,YES,1,0,0.001,30,4,6,AUTO,AUTO,AUTO,0.975891891,0.015480151,0.180545971,0.121649225,-0.0066625,-0.00154,-0.004985,428,160,TRACK,OK,17,17,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0
74,1662579648,44811.65333,1662579648,44811.65333,5569,1.35823e+19,1,512,75,431898681,0.4,REALTIME,14,0,236,0,0,0,715894881.4,YES,25,85,8,19,16.80000021,14.35999971,14.9349997,14.27999971,12.30000062,12.21499976,14.12250056,10.43800042,4.9880002,3.320500133,3.901500156,3.965000159,0.226000009,0.708000028,0.024500001,0.024500001,5.024000201,15.79500063,18.65300075,16.71300067,2.263000091,0.049000002,1.482000059,OFF,715894881.6,98.35267508,-4223.972709,-5323.231534,7.325288565,0.484893895,-0.24850867,-4126.877374,-957.3062121,-5314.213074,2.03690538,-7.37281305,-0.25275075,YES,715894881,93.9569153,-4224.263149,-5323.082354,7.325253255,0.482327155,-0.252396865,17.39999965,18.31428535,15,YES,YES,NO,NO,YES,YES,NO,1.172999922,ON_SUN,NO,YES,0.487989543,0.244151023,-0.433977258,0.716882267,-0.00565133,-0.00580595,-0.0008935,YES,YES,YES,1,0,0.001,30,3,6,AUTO,AUTO,AUTO,0.975588249,0.016835936,0.179551503,0.125321102,-0.006805,-0.00173,-0.00513,428,160,TRACK,OK,18,18,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0
75,1662579649,44811.65335,1662579649,44811.65335,5570,1.35823e+19,1,512,76,431898682,0.4,REALTIME,14,0,236,0,0,0,715894882.4,YES,25,85,8,19,16.80000021,14.35999971,14.9349997,14.27999971,12.30000062,12.19499976,14.22150057,10.48000042,4.9880002,3.320500133,3.901500156,3.965000159,0.207500008,0.647000026,0.024500001,0.024500001,5.022500201,15.81450063,18.65300075,16.73300067,2.385000095,0.23800001,1.462500059,OFF,715894882.6,105.6779347,-4223.485689,-5323.476674,7.32523106,0.489150565,-0.2417497,-4124.837854,-964.6784118,-5314.462454,2.042128995,-7.37159646,-0.2460032,YES,715894882,101.2821349,-4223.778669,-5323.331554,7.32524728,0.486543195,-0.245719885,17.39999965,18.31428535,16,YES,YES,NO,NO,YES,YES,NO,1.163999922,ON_SUN,NO,YES,0.484650821,0.243451578,-0.435030249,0.718744428,-0.005477525,-0.005840995,-0.00083466,YES,YES,YES,1,0,0.001,35,1,10,AUTO,AUTO,AUTO,0.97527085,0.018042096,0.178586966,0.1289494,-0.0066725,-0.00153,-0.0036725,428,156,TRACK,OK,17,17,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0
76,1662579650,44811.65336,1662579650,44811.65336,5571,1.35823e+19,1,512,77,431898683,0.4,REALTIME,14,0,236,0,0,0,715894883.4,YES,25,85,8,19,16.80000021,14.35999971,14.9549997,14.27999971,12.32000062,12.21499976,14.22150057,10.43800042,4.985500199,3.323000133,3.901500156,3.965000159,0.213500009,0.628500025,0.024500001,0.024500001,5.022500201,15.83400063,18.65300075,16.71300067,2.300500092,0.140500006,1.401500056,OFF,715894883.6,113.0031343,-4222.994409,-5323.715034,7.325164935,0.49340662,-0.234990435,-4122.793114,-972.0493914,-5314.705094,2.04735001,-7.37037054,-0.239255345,YES,715894883,108.6073546,-4223.290049,-5323.573834,7.325162425,0.49085627,-0.239119005,17.39999965,18.31428535,15,YES,YES,NO,NO,YES,YES,NO,1.130999925,ON_SUN,NO,YES,0.481246077,0.242793984,-0.436081517,0.72061513,-0.005677265,-0.00587459,-0.000882505,YES,YES,YES,1,0,0.001,37,2,9,AUTO,AUTO,AUTO,0.974933743,0.019586487,0.177544105,0.132659929,-0.006835,-0.0015925,-0.0056175,428,156,TRACK,OK,16,16,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0
77,1662579651,44811.65337,1662579651,44811.65337,5572,1.35823e+19,1,512,78,431898684,0.4,REALTIME,14,0,236,0,0,0,715894884.4,YES,25,85,8,19,16.80000021,14.35999971,14.9549997,14.29999971,12.30000062,12.21499976,14.24150057,10.41700042,4.9880002,3.323000133,3.901500156,3.965000159,0.207500008,0.641000026,0.024500001,0.024500001,5.024000201,15.85350063,18.65300075,16.73300067,2.413000097,0.110000004,1.379500055,OFF,715894884.6,120.328254,-4222.498869,-5323.946654,7.3250902,0.49766207,-0.22823087,-4120.743154,-979.419151,-5314.940974,2.052568445,-7.369135285,-0.23250718,YES,715894884,115.9324742,-4222.797109,-5323.809474,7.32511213,0.49508209,-0.23234393,17.39999965,18.31428535,15,YES,YES,NO,NO,YES,YES,NO,1.214999919,ON_SUN,NO,YES,0.477828197,0.242139086,-0.437079093,0.722503082,-0.005624045,-0.00583734,-0.00081809,YES,YES,YES,1,0,0.001,38,0,11,AUTO,AUTO,AUTO,0.974589269,0.020840446,0.176541783,0.136288051,-0.0067825,-0.0015675,-0.0024925,428,160,TRACK,OK,14,16,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0
78,1662579652,44811.65338,1662579652,44811.65338,5573,1.35823e+19,1,512,79,431898685,0.4,REALTIME,14,0,236,0,0,0,715894885.4,YES,25,85,8,19,16.80000021,14.35999971,14.9549997,14.29999971,12.32000062,12.21499976,14.28150057,10.45900042,4.9880002,3.323000133,3.901500156,3.965000159,0.219500009,0.659000026,0.024500001,0.024500001,5.024000201,15.83400063,18.67300075,16.73300067,2.272500091,0.171000007,1.374500055,OFF,715894885.6,127.6533136,-4221.999069,-5324.171494,7.32500685,0.501916905,-0.22147101,-4118.687974,-986.7876707,-5315.170094,2.05778428,-7.3678907,-0.22575872,YES,715894885,123.2575738,-4222.299849,-5324.038534,7.32503454,0.499324305,-0.2254715,17.39999965,18.31428535,15,YES,YES,NO,NO,YES,YES,NO,1.103999926,ON_SUN,NO,YES,0.474440866,0.241466215,-0.43808357,0.724349831,-0.00552348,-0.005834415,-0.000849275,YES,YES,YES,1,0,0.001,38,2,10,AUTO,AUTO,AUTO,0.974223173,0.022223352,0.175538654,0.139933957,-0.0067325,-0.00161,-0.0032425,428,156,TRACK,OK,15,15,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0
79,1662579653,44811.65339,1662579653,44811.65339,5574,1.35823e+19,1,512,80,431898686,0.4,REALTIME,14,0,236,0,0,0,715894886.4,YES,25,85,8,19,16.80000021,14.35999971,14.9549997,14.29999971,12.30000062,12.21499976,14.26150057,10.45900042,4.9880002,3.320500133,3.906000156,3.965000159,0.207500008,0.641000026,0.024500001,0.024500001,5.022500201,15.81450063,18.67300075,16.75250067,2.422500097,0.146500006,1.411000056,OFF,715894886.6,134.9782733,-4221.495029,-5324.389594,7.324914885,0.506171115,-0.214710875,-4116.627574,-994.1549303,-5315.392474,2.0629975,-7.36663679,-0.219009975,YES,715894886,130.5824735,-4221.798089,-5324.260454,7.324953245,0.503586995,-0.21881664,17.39999965,18.31428535,14,YES,YES,NO,NO,YES,YES,NO,1.115999926,ON_SUN,NO,YES,0.471036915,0.240806101,-0.439045873,0.726206119,-0.005627625,-0.005763455,-0.00065009,YES,YES,YES,1,0,0.001,35,0,10,AUTO,AUTO,AUTO,0.97383972,0.023643807,0.174544842,0.14356625,-0.0066125,-0.00154,-0.003705,428,156,TRACK,OK,18,18,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0
80,1662579654,44811.6534,1662579654,44811.6534,5575,1.35823e+19,1,512,81,431898687,0.4,REALTIME,14,0,236,0,0,0,715894887.4,YES,25,85,8,19,16.80000021,14.35999971,14.9749997,14.29999971,12.28000061,12.21499976,14.18200057,10.43800042,4.9880002,3.323000133,3.901500156,3.965000159,0.207500008,0.653000026,0.024500001,0.024500001,5.024000201,15.83400063,18.69300075,16.77250067,2.188000088,0.201500008,1.50150006,OFF,715894887.6,142.3031529,-4220.986729,-5324.600914,7.32481431,0.510424705,-0.20795046,-4114.561974,-1001.52095,-5315.608114,2.06820812,-7.365373555,-0.21226095,YES,715894887,137.9074531,-4221.292769,-5324.476014,7.32483695,0.50779754,-0.211983255,17.39999965,18.31428535,15,YES,YES,NO,NO,YES,YES,NO,1.19999992,ON_SUN,NO,YES,0.467661768,0.240104497,-0.440002197,0.728038686,-0.005669415,-0.005754135,-0.00065437,YES,YES,YES,1,0,0.001,31,2,6,AUTO,AUTO,AUTO,0.973438343,0.025057888,0.173567741,0.147187409,-0.00668,-0.00154,-0.0047775,428,156,TRACK,OK,19,19,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0
81,1662579655,44811.65341,1662579655,44811.65341,5576,1.35823e+19,1,512,82,431898688,0.4,REALTIME,14,0,236,0,0,0,715894888.4,YES,25,85,8,19,16.80000021,14.35999971,14.9749997,14.29999971,12.32000062,12.21499976,14.26150057,10.45900042,4.9880002,3.323000133,3.906000156,3.965000159,0.207500008,0.641000026,0.024500001,0.024500001,5.022500201,15.85350063,18.67300075,16.75250067,2.263000091,0.122000005,1.443000058,OFF,715894888.6,149.6270525,-4220.474869,-5324.806534,7.32466636,0.51460258,-0.201166315,-4112.491994,-1008.88499,-5315.818034,2.073334705,-7.36407845,-0.20548801,YES,715894888,145.2324927,-4220.783689,-5324.685154,7.324744475,0.512103665,-0.20519502,17.39999965,18.31428535,15,YES,YES,NO,NO,YES,YES,NO,1.178999921,ON_SUN,NO,YES,0.464268422,0.239433103,-0.440939451,0.729862303,-0.00559216,-0.005724465,-0.000749505,YES,YES,YES,1,0,0.001,31,1,8,AUTO,AUTO,AUTO,0.973019146,0.026498611,0.172597981,0.150802858,-0.006525,-0.0014825,-0.004445,428,156,TRACK,OK,20,20,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0
82,1662579657,44811.65344,1662579657,44811.65344,5577,1.35823e+19,1,512,83,431898689,0.4,REALTIME,14,0,236,0,0,0,715894889.4,YES,25,85,8,19,16.80000021,14.35999971,14.9749997,14.29999971,12.28000061,12.21499976,14.24150057,10.48000042,4.9880002,3.323000133,3.906000156,3.965000159,0.207500008,0.647000026,0.024500001,0.024500001,5.024000201,15.81450063,18.69300075,16.77250067,2.263000091,0.183000007,1.472000059,OFF,715894889.6,156.9516522,-4219.958129,-5325.004314,7.324548545,0.518854915,-0.194405385,-4110.416074,-1016.248429,-5316.020154,2.078540075,-7.36279657,-0.19873846,YES,715894889,152.5571524,-4220.269549,-5324.886854,7.3246538,0.516370395,-0.198598105,17.39999965,18.31428535,15,YES,YES,NO,NO,YES,YES,NO,1.130999925,ON_SUN,NO,YES,0.46088394,0.238762518,-0.441879741,0.731656141,-0.00560991,-0.00575363,-0.000694125,YES,YES,YES,1,0,0.001,27,1,8,AUTO,AUTO,AUTO,0.972590025,0.027959871,0.171596477,0.154407051,-0.00654,-0.0014475,-0.0055725,428,156,TRACK,OK,16,16,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0
