,BUS CCSDS_TAI_SEC,PL UNIX TIME,PL UTC TIME,APID_VALID,CRC_VALID,FPGA_COUNTER,0,1,2,3,4,32,33,34,35,36,37,38,47,48,53,54,57,60,61,62,63,96,97,200,201,202,203,204,205,300,301,302,303,602,603,604,605,606,607,608,609,610,611,DAC_1_A,DAC_1_B,DAC_1_C,DAC_1_D,DAC_2_A,DAC_2_B,DAC_2_C,DAC_2_D
0,720681693,720681649,2022-11-02 05:20:51 UTC,1,1,0,0,0,0,0,0,0,85,0,0,0,0,0,0,2,11,9,0,2,0,0,65,0,3,10.265277862548828,10.62429141998291,10.768048286437988,10.097922325134276,11.488130569458008,8.407060623168945,0.0342722758650779,0.0159405935555696,0.0693415850400924,0.0231138616800308,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
1,720681695,720681654,2022-11-02 05:20:56 UTC,1,1,1,0,0,0,0,0,0,85,0,0,0,0,0,0,2,54,9,0,2,0,0,65,0,3,10.217450141906738,10.57639217376709,10.768048286437988,10.074024200439451,11.440057754516602,8.383331298828125,0.0207227729260921,0.0398514866828918,0.0677475258708,0.0302871279418468,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
2,720681700,720681659,2022-11-02 05:21:01 UTC,1,1,2,0,0,0,0,0,0,85,0,0,0,0,0,0,2,84,9,0,2,0,0,65,0,3,10.313115119934082,10.744083404541016,10.744083404541016,10.097922325134276,11.512170791625977,8.3358793258667,0.0207227729260921,0.0119554456323385,0.0454306937754154,0.1331039667129516,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
3,720681705,720681664,2022-11-02 05:21:06 UTC,1,1,3,0,0,0,0,0,0,85,0,0,0,0,0,0,2,202,9,0,2,0,0,65,0,3,10.097922325134276,10.720120429992676,10.81598663330078,10.074024200439451,11.464093208312988,8.3358793258667,0.0366633646190166,0.008767326362431,0.0637623742222786,0.1028168350458145,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
4,720681710,720681669,2022-11-02 05:21:11 UTC,1,1,4,0,0,0,0,0,0,85,0,0,0,0,0,0,2,58,9,0,2,0,0,65,0,3,10.241362571716309,10.744083404541016,10.744083404541016,9.930684089660645,11.464093208312988,8.359603881835938,0.0079702967777848,0.0318811871111393,0.0462277233600616,0.1570148468017578,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
5,720681715,720681674,2022-11-02 05:21:16 UTC,1,1,5,0,0,0,0,0,0,85,0,0,0,0,0,0,2,244,9,0,2,0,0,65,0,3,9.954567909240724,10.648244857788086,10.887911796569824,10.00234317779541,11.367966651916504,8.359603881835938,0.0374603942036628,0.0565891079604625,0.0549950487911701,0.0733267292380333,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
6,720681720,720681679,2022-11-02 05:21:21 UTC,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,249,9,0,2,0,0,65,0,2,10.28919506072998,10.648244857788086,10.696159362792969,9.97845458984375,11.464093208312988,8.288436889648438,0.0541980192065238,0.0167376231402158,0.0741237625479698,0.0023910892195999,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
7,720681725,720681684,2022-11-02 05:21:26 UTC,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,126,9,0,2,0,0,65,0,3,10.145726203918455,10.552445411682127,10.983845710754396,9.954567909240724,11.488130569458008,8.383331298828125,0.0414455458521842,0.0358663350343704,0.065356433391571,0.001594059402123,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
8,720681730,720681689,2022-11-02 05:21:31 UTC,1,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,28,145,9,248,28,255,255,65,0,2,10.28919506072998,10.600340843200684,10.863934516906738,9.97845458984375,11.416025161743164,8.430792808532715,0.0422425754368305,0.040648516267538,0.0462277233600616,0.001594059402123,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
9,720681735,720681694,2022-11-02 05:21:36 UTC,1,1,9,7,0,0,0,0,0,0,0,0,0,0,0,0,2,75,9,248,2,255,255,65,0,2,10.1935396194458,10.62429141998291,10.839959144592283,10.00234317779541,11.319917678833008,8.312156677246094,0.0430396050214767,0.0382574275135993,0.0661534667015075,0.001594059402123,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
10,720681740,720681699,2022-11-02 05:21:41 UTC,1,1,10,7,0,0,0,0,0,0,85,0,0,0,0,0,2,71,9,248,2,255,255,97,0,2,10.169631958007812,10.648244857788086,10.839959144592283,9.85904598236084,11.34394073486328,8.193580627441406,0.0326782166957855,0.0278960391879081,0.2558465301990509,0.001594059402123,0,2,0,-1000.0,-100.0,-100.0,0,8,0,10.0,0,0,0,0,0,0,0,0
11,720681745,720681704,2022-11-02 05:21:46 UTC,1,1,11,7,4,128,0,0,0,0,15,0,85,0,0,0,2,226,9,248,2,255,255,97,6,107,10.050127983093262,10.528501510620115,11.031826972961426,9.85904598236084,11.295896530151367,8.288436889648438,0.0972376242280006,0.0207227729260921,0.0302871279418468,0.0023910892195999,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
12,720681750,720681709,2022-11-02 05:21:51 UTC,1,1,12,7,4,128,0,0,0,0,15,0,85,0,0,0,2,202,9,248,2,255,255,97,5,112,10.097922325134276,10.504560470581056,10.887911796569824,9.930684089660645,11.367966651916504,8.288436889648438,0.0900643542408943,0.0270990096032619,0.0390544570982456,0.001594059402123,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
13,720681755,720681714,2022-11-02 05:21:56 UTC,1,1,13,7,5,0,0,0,0,0,15,0,85,0,0,0,2,0,9,248,2,255,255,97,5,68,10.074024200439451,10.648244857788086,10.983845710754396,9.811299324035645,11.319917678833008,8.3358793258667,0.11636633425951,0.0438366346061229,0.0390544570982456,0.001594059402123,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
14,720681760,720681719,2022-11-02 05:22:01 UTC,1,1,14,7,5,128,0,0,0,0,15,0,85,0,0,0,2,234,9,248,2,255,255,97,5,134,10.074024200439451,10.552445411682127,10.887911796569824,9.9068021774292,11.512170791625977,8.288436889648438,0.1155693084001541,0.0199257433414459,0.0613712854683399,0.001594059402123,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
