,BUS CCSDS_TAI_SEC,PL UNIX TIME,PL UTC TIME,APID_VALID,CRC_VALID,FPGA_COUNTER,0,1,2,3,4,32,33,34,35,36,37,38,47,48,53,54,57,60,61,62,63,96,97,200,201,202,203,204,205,300,301,302,303,602,603,604,605,606,607,608,609,610,611,DAC_1_A,DAC_1_B,DAC_1_C,DAC_1_D,DAC_2_A,DAC_2_B,DAC_2_C,DAC_2_D
0,716922079,716922037,2022-09-19 17:00:39 UTC,1,1,0,0,0,0,0,0,0,85,0,0,0,0,0,0,2,213,9,0,2,0,0,65,0,3,13.273636817932127,13.637187957763672,13.758493423461914,13.031575202941896,13.976998329162598,11.416025161743164,0.0390544570982456,0.0374603942036628,0.001594059402123,0.0486188121140003,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
1,716922081,716922042,2022-09-19 17:00:44 UTC,1,1,1,0,0,0,0,0,0,85,0,0,0,0,0,0,2,162,9,0,2,0,0,65,0,2,13.297856330871582,13.540186882019045,13.637187957763672,12.910634994506836,13.976998329162598,11.416025161743164,0.0438366346061229,0.047821782529354,0.0023910892195999,0.0350693054497242,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
2,716922086,716922047,2022-09-19 17:00:49 UTC,1,1,2,0,0,0,0,0,0,85,0,0,0,0,0,0,2,169,9,0,2,0,0,65,0,2,13.249420166015623,13.612934112548828,13.807032585144045,13.0073823928833,14.001288414001465,11.34394073486328,0.0565891079604625,0.0773118808865547,0.0031881188042461,0.0462277233600616,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
3,716922091,716922052,2022-09-19 17:00:54 UTC,1,1,3,0,0,0,0,0,0,85,0,0,0,0,0,0,2,122,9,0,2,0,0,65,0,2,13.152575492858888,13.564433097839355,13.782761573791504,12.98319149017334,14.001288414001465,11.271878242492676,0.0677475258708,0.0278960391879081,0.001594059402123,0.0741237625479698,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
4,716922096,716922057,2022-09-19 17:00:59 UTC,1,1,4,0,0,0,0,0,0,85,0,0,0,0,0,0,2,163,9,0,2,0,0,65,0,2,13.176782608032228,13.564433097839355,13.685702323913574,13.0073823928833,13.952710151672363,10.983845710754396,0.0374603942036628,0.0494158416986465,0.0063762376084923,0.0286930687725543,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
5,716922101,716922062,2022-09-19 17:01:04 UTC,1,1,5,0,0,0,0,0,0,85,0,0,0,0,0,0,2,60,9,0,2,0,0,65,0,2,13.249420166015623,13.564433097839355,13.855582237243652,12.98319149017334,14.049877166748049,11.295896530151367,0.065356433391571,0.0207227729260921,0.001594059402123,0.0677475258708,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
6,716922106,716922067,2022-09-19 17:01:09 UTC,1,1,6,0,0,0,0,0,0,85,0,0,0,0,0,0,2,82,9,0,2,0,0,65,0,2,13.249420166015623,13.612934112548828,13.34630298614502,12.959003448486328,13.928423881530762,11.247862815856934,0.0757178217172622,0.0318811871111393,0.0023910892195999,0.1323069334030151,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
7,716922111,716922072,2022-09-19 17:01:14 UTC,1,1,7,0,0,0,0,0,0,85,0,0,0,0,0,0,2,197,9,0,2,0,0,65,0,2,13.225205421447754,13.515942573547363,13.928423881530762,12.934818267822266,14.147083282470703,11.199837684631348,0.0565891079604625,0.0502128712832927,0.001594059402123,0.0980346500873565,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
8,716922116,716922077,2022-09-19 17:01:19 UTC,1,1,8,0,0,0,0,0,0,85,0,0,0,0,0,0,2,37,9,0,2,0,0,65,0,2,13.12837028503418,13.588682174682615,13.904141426086426,12.862276077270508,14.074174880981444,11.151823043823242,0.0573861375451087,0.0326782166957855,0.001594059402123,0.0534009896218776,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
9,716922121,716922082,2022-09-19 17:01:24 UTC,1,1,9,0,0,0,0,0,0,85,0,0,0,0,0,0,2,160,9,0,2,0,0,65,0,2,13.031575202941896,13.418991088867188,13.904141426086426,12.886454582214355,13.976998329162598,11.199837684631348,0.0589801967144012,0.047821782529354,0.001594059402123,0.1091930717229843,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
10,716922126,716922087,2022-09-19 17:01:29 UTC,1,1,10,0,0,0,0,0,0,85,0,0,0,0,0,0,2,225,9,0,2,0,0,65,0,2,12.789756774902344,13.564433097839355,13.831306457519531,12.886454582214355,13.952710151672363,11.199837684631348,0.0494158416986465,0.0661534667015075,0.001594059402123,0.0860792100429534,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
11,716922131,716922092,2022-09-19 17:01:34 UTC,1,1,11,0,0,0,0,0,0,85,0,0,0,0,0,0,2,115,9,0,2,0,0,65,0,2,13.176782608032228,13.588682174682615,13.807032585144045,12.83810043334961,13.831306457519531,11.199837684631348,0.0502128712832927,0.0286930687725543,0.001594059402123,0.0589801967144012,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
