,BUS CCSDS_TAI_SEC,PL UNIX TIME,PL UTC TIME,APID_VALID,CRC_VALID,FPGA_COUNTER,0,1,2,3,4,32,33,34,35,36,37,38,47,48,53,54,57,60,61,62,63,96,97,200,201,202,203,204,205,300,301,302,303,602,603,604,605,606,607,608,609,610,611,DAC_1_A,DAC_1_B,DAC_1_C,DAC_1_D,DAC_2_A,DAC_2_B,DAC_2_C,DAC_2_D
0,732396758,732396719,2023-03-17 19:32:01 UTC,1,1,39,0,0,0,0,0,0,85,0,0,0,0,0,0,2,31,9,0,2,0,0,65,0,2,4.476759910583496,4.990808486938477,5.740517139434815,4.476759910583496,4.8505024909973145,3.312615156173706,0.0932524725794792,0.023910891264677,0.0023910892195999,0.2622227668762207,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
1,732396763,732396724,2023-03-17 19:32:06 UTC,1,1,40,0,0,0,0,0,0,85,0,0,0,0,0,0,2,114,9,0,2,0,0,65,0,2,4.5467915534973145,5.037595748901367,5.834397792816162,4.430083274841309,4.757011413574219,3.289390802383423,0.0685445517301559,0.0167376231402158,0.0023910892195999,0.1952722817659378,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
2,732396768,732396729,2023-03-17 19:32:11 UTC,1,1,41,0,0,0,0,0,0,85,0,0,0,0,0,0,2,198,9,0,2,0,0,65,0,2,4.500101566314697,5.084392070770264,5.763983726501465,4.4067487716674805,4.944030284881592,3.637996673583984,0.0836881175637245,0.0247079208493232,0.0023910892195999,0.1777376234531402,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
3,732396773,732396734,2023-03-17 19:32:16 UTC,1,1,42,0,0,0,0,0,0,85,0,0,0,0,0,0,2,102,9,0,2,0,0,65,0,2,4.640199184417725,5.06099271774292,5.998778820037842,4.500101566314697,4.686917304992676,3.777583599090576,0.0956435650587081,0.0294900983572006,0.001594059402123,0.1649851500988006,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
4,732396778,732396739,2023-03-17 19:32:21 UTC,1,1,43,0,0,0,0,0,0,85,0,0,0,0,0,0,2,6,9,0,2,0,0,65,0,2,4.5934906005859375,5.037595748901367,5.787452697753906,4.500101566314697,4.897261619567871,3.800856113433838,0.0828910917043685,0.0151435639709234,0.001594059402123,0.1044108942151069,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
5,732396783,732396744,2023-03-17 19:32:26 UTC,1,1,44,0,0,0,0,0,0,85,0,0,0,0,0,0,2,21,9,0,2,0,0,65,0,2,4.733644485473633,5.037595748901367,5.834397792816162,4.5467915534973145,4.897261619567871,3.917253017425537,0.0773118808865547,0.0462277233600616,0.001594059402123,0.1450594067573547,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
6,732396788,732396749,2023-03-17 19:32:31 UTC,1,1,45,0,0,0,0,0,0,85,0,0,0,0,0,0,2,50,9,0,2,0,0,65,0,2,4.686917304992676,5.084392070770264,5.763983726501465,4.476759910583496,4.944030284881592,3.917253017425537,0.0892673283815383,0.0510099008679389,0.001594059402123,0.2861336767673492,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
7,732396800,732396754,2023-03-17 19:32:36 UTC,1,1,46,0,0,0,0,0,0,85,0,0,0,0,0,0,2,157,9,0,2,0,0,65,0,2,4.640199184417725,5.224837303161621,5.834397792816162,4.5467915534973145,4.944030284881592,4.010412216186523,0.0900643542408943,0.0398514866828918,0.001594059402123,0.1410742551088333,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
8,732396801,732396759,2023-03-17 19:32:41 UTC,1,1,47,0,0,0,0,0,0,85,0,0,0,0,0,0,2,6,9,0,2,0,0,65,0,2,4.757011413574219,5.178012847900391,5.97528886795044,4.500101566314697,4.944030284881592,4.173529148101807,0.0980346500873565,0.0350693054497242,0.001594059402123,0.0765148550271987,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
9,732396804,732396764,2023-03-17 19:32:46 UTC,1,1,48,0,0,0,0,0,0,85,0,0,0,0,0,0,2,8,9,0,2,0,0,65,0,2,4.663557052612305,5.178012847900391,5.881351947784424,4.616843700408936,4.967418193817139,4.220154285430908,0.0852821767330169,0.0199257433414459,0.001594059402123,0.1418712884187698,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
10,732396808,732396769,2023-03-17 19:32:51 UTC,1,1,49,0,0,0,0,0,0,85,0,0,0,0,0,0,2,57,9,0,2,0,0,65,0,2,4.780380725860596,5.201423645019531,5.92831563949585,4.383416652679443,4.873880863189697,4.290110111236572,0.0932524725794792,0.0111584160476922,0.001594059402123,0.1004257425665855,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0
